,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,encoded category
24081,2602,3,1,Rural,1986,182991.2072111087,0
24082,2558,4,1,Suburb,1969,247368.82509961247,1
24083,2724,5,1,Rural,1960,279744.7711376109,0
24084,1073,2,1,Urban,1980,53735.18151259147,2
24085,2028,3,2,Rural,1950,196321.29601985865,0
24086,2942,2,1,Suburb,1955,318115.9316006134,1
24087,2486,2,1,Urban,1992,196510.98224649,2
24088,1081,3,2,Suburb,1985,106368.47841131636,1
24089,2560,4,2,Suburb,2020,241656.1727418949,1
24090,1775,5,1,Rural,1995,235876.74089848425,0
24091,1990,4,1,Urban,1951,147097.63056351856,2
24092,2428,2,3,Urban,2020,281522.454446362,2
24093,2537,4,1,Rural,1989,267989.10674461146,0
24094,1277,4,3,Urban,1987,233819.36836852127,2
24095,1839,5,3,Suburb,2002,278991.8900866118,1
24096,2878,3,2,Suburb,1954,259136.5130960035,1
24097,1223,3,3,Urban,2005,136649.56802245203,2
24098,2607,3,1,Urban,2016,276151.86851630313,2
24099,2091,4,3,Rural,1958,149664.0441176946,0
24100,2343,4,2,Rural,2018,216856.8517725127,0
24101,1605,5,3,Suburb,2012,200186.4265616433,1
24102,1018,3,3,Suburb,2010,83148.3472293496,1
24103,1639,5,3,Suburb,1963,188911.68590504245,1
24104,2366,5,3,Rural,1976,265509.9726255785,0
24105,2617,4,3,Rural,1958,274658.4601854608,0
24106,2789,3,3,Urban,1976,325239.3517433041,2
24107,2972,2,3,Rural,1958,333033.167451304,0
24108,2756,2,2,Suburb,1995,242214.91714113115,1
24109,2366,4,1,Suburb,2012,285799.90975052514,1
24110,1096,4,2,Rural,1982,202626.85421023503,0
24111,2075,4,3,Suburb,2010,300762.0679908744,1
24112,1174,4,3,Urban,1990,221489.09335926088,2
24113,2361,2,2,Suburb,1993,340616.95618759183,1
24114,2717,3,3,Urban,1964,381552.5665703545,2
24115,2963,5,2,Suburb,1969,263405.1970611074,1
24116,2376,2,3,Rural,2018,232516.3629086048,0
24117,2414,3,3,Urban,1962,275931.80755102844,2
24118,2138,4,1,Urban,1963,248479.69558708952,2
24119,1347,5,3,Rural,1976,120385.65444736156,0
24120,1000,3,1,Urban,1963,99540.9531742282,2
24121,1062,3,1,Suburb,1998,160642.5901712728,1
24122,2783,5,2,Urban,1982,359877.65355961525,2
24123,2766,3,1,Urban,1954,270195.6409178944,2
24124,1225,3,2,Suburb,1969,131097.36765129142,1
24125,1422,5,2,Urban,1966,209346.539776191,2
24126,2042,5,1,Urban,1981,226215.00421065965,2
24127,1030,2,2,Rural,2009,26538.75423141693,0
24128,1844,4,1,Suburb,2019,199125.6972069929,1
24129,1632,4,3,Urban,1987,163821.4110252579,2
24130,1023,3,2,Urban,1985,116918.61610338396,2
24131,1836,4,1,Suburb,1979,284400.9547875426,1
24132,1982,2,1,Rural,1964,240167.71755617723,0
24133,2234,3,1,Urban,1968,214295.47837675945,2
24134,2984,4,1,Rural,1968,318318.71457422763,0
24135,1160,4,3,Suburb,1955,94366.11041655492,1
24136,2278,3,2,Suburb,1953,300626.90253753465,1
24137,2594,5,1,Suburb,1959,266034.2942422808,1
24138,1113,2,2,Rural,1956,187347.1642189628,0
24139,1503,3,1,Rural,1951,233785.6590179287,0
24140,2952,3,2,Urban,1951,381513.4107173631,2
24141,2695,4,1,Rural,1961,320957.7278273406,0
24142,1954,5,1,Suburb,1978,257333.15432354884,1
24143,2243,4,3,Suburb,2000,288569.82971152174,1
24144,1356,3,2,Suburb,2008,174143.0568353639,1
24145,1168,3,1,Urban,1972,87228.0430007269,2
24146,2547,4,1,Suburb,1986,183608.0433489906,1
24147,1968,5,3,Urban,1989,291075.6545211671,2
24148,1241,3,3,Suburb,2016,153373.54263245355,1
24149,2398,2,3,Urban,2003,207561.2342177932,2
24150,1138,5,3,Urban,1996,152267.26018064076,2
24151,1096,3,3,Rural,1958,143453.66077230018,0
24152,1146,5,2,Suburb,1995,94903.3321472336,1
24153,2205,5,1,Urban,1972,200864.3476630788,2
24154,2080,2,2,Urban,2000,238305.70969029568,2
24155,2065,3,3,Suburb,1964,216825.26358664472,1
24156,1865,5,1,Suburb,1961,210744.24154249477,1
24157,2734,3,2,Suburb,1986,276342.21507570706,1
24158,1542,3,3,Suburb,2002,105987.432147855,1
24159,1691,5,2,Rural,1962,177448.0063328245,0
24160,2025,4,2,Rural,1954,153652.99742343806,0
24161,2957,5,3,Urban,1968,373753.60213695,2
24162,2311,4,1,Urban,1999,189190.66494143367,2
24163,2161,4,3,Suburb,2006,201439.89619550825,1
24164,2640,4,3,Rural,2019,226473.0138242796,0
24165,2535,4,2,Rural,1998,298226.1077288188,0
24166,1903,5,1,Rural,1995,270224.09964097873,0
24167,1729,4,3,Urban,1983,260707.0213102608,2
24168,2245,3,1,Rural,1970,224711.6918896389,0
24169,1330,5,2,Urban,1987,174969.09563938223,2
24170,1616,2,3,Suburb,1952,199597.1292077154,1
24171,1403,4,1,Urban,2009,136868.12900773628,2
24172,1507,5,1,Rural,2015,150491.2027196007,0
24173,2939,4,2,Suburb,1957,278620.1412904603,1
24174,2150,3,1,Urban,1997,228047.80073490256,2
24175,2288,4,1,Rural,1976,291093.4805625531,0
24176,2735,5,1,Urban,1953,256587.11233009087,2
24177,2787,3,3,Urban,1987,313613.2984448856,2
24178,2038,4,3,Suburb,2007,183568.31358958947,1
24179,1225,2,2,Rural,1974,75799.45794144791,0
24180,1983,4,2,Urban,2014,215884.54114601435,2
24181,1864,4,3,Suburb,1970,163849.58413739846,1
24182,2128,3,1,Rural,1958,270044.9949420621,0
24183,1744,4,3,Suburb,1992,195529.8784856923,1
24184,1492,5,2,Urban,1995,151050.0683024581,2
24185,1318,5,2,Suburb,1978,130423.45995855026,1
24186,2242,3,3,Urban,2011,242392.89888273893,2
24187,2300,5,2,Rural,2015,280269.2510802019,0
24188,1772,2,2,Rural,2006,38895.18751850986,0
24189,2916,4,2,Rural,2017,261916.3043287249,0
24190,2954,3,2,Rural,2009,309717.56312251766,0
24191,2364,5,2,Rural,1989,223513.2052166377,0
24192,1451,2,1,Suburb,1952,184212.79997796012,1
24193,2392,2,3,Rural,1952,148682.7564449067,0
24194,1943,3,2,Suburb,2011,205671.18502079672,1
24195,1847,3,2,Rural,2009,155415.96408944693,0
24196,2016,5,2,Suburb,1959,212457.00496638377,1
24197,2497,4,3,Urban,1992,242743.8037910489,2
24198,2213,2,3,Urban,1957,327552.86310444545,2
24199,1883,2,3,Rural,2011,217851.56115265103,0
24200,1418,3,2,Urban,2003,158533.78091511154,2
24201,2733,2,2,Rural,1958,328400.33380444045,0
24202,1864,3,3,Suburb,1956,295044.0343412844,1
24203,1788,4,1,Urban,1951,220749.37652005936,2
24204,2871,3,1,Suburb,1959,299546.6245681752,1
24205,1494,4,3,Urban,1970,254504.21366088145,2
24206,2062,5,2,Urban,1994,235369.710675756,2
24207,1161,3,2,Rural,1989,136551.66166139176,0
24208,1120,5,1,Urban,1999,123791.3727597826,2
24209,2915,4,2,Rural,2007,391639.7316502925,0
24210,1398,2,3,Suburb,1958,136949.34904909192,1
24211,2285,5,2,Suburb,1992,275566.64516151283,1
24212,2985,3,2,Rural,1973,412454.1627441773,0
24213,1727,3,3,Suburb,1997,262948.34696813027,1
24214,2847,5,1,Rural,1992,332986.63842070504,0
24215,1560,5,3,Urban,2002,222310.9492239006,2
24216,1603,5,2,Suburb,1996,211001.40692289115,1
24217,2152,3,3,Rural,1972,163210.74304118953,0
24218,2856,5,3,Rural,1994,309576.3685483405,0
24219,1539,5,1,Urban,1996,246195.35960037145,2
24220,1355,4,1,Suburb,1978,170385.8599955711,1
24221,1659,5,2,Urban,2011,300238.3459343589,2
24222,1431,5,3,Suburb,1990,178873.72184911522,1
24223,2863,3,2,Suburb,1994,350775.91517404147,1
24224,2088,3,3,Urban,1978,202990.6014779385,2
24225,2241,2,3,Rural,2008,217512.03715432365,0
24226,1562,3,1,Urban,2004,151596.35282507373,2
24227,2450,3,3,Urban,1950,320779.30934583384,2
24228,1816,3,1,Rural,2011,164657.21073284186,0
24229,2944,3,3,Suburb,1973,281922.297730407,1
24230,2097,5,2,Suburb,1959,238108.38285791007,1
24231,2483,2,2,Urban,1993,246975.94567735997,2
24232,2448,3,3,Urban,1975,270404.5677550905,2
24233,1710,5,1,Rural,1983,159895.68207242634,0
24234,2215,3,1,Urban,1953,229288.0574368417,2
24235,2212,2,1,Urban,1962,161891.41762263986,2
24236,1011,4,3,Suburb,1954,128353.84273657957,1
24237,1238,4,2,Urban,1997,135835.44361133076,2
24238,2895,2,1,Suburb,2021,374254.8918500615,1
24239,2616,5,2,Urban,1997,313307.60083378275,2
24240,1452,5,1,Rural,1984,190545.22215699623,0
24241,1382,2,3,Urban,2014,156551.01403046295,2
24242,1781,4,3,Urban,1975,172478.64720923206,2
24243,2825,3,1,Rural,1978,330924.21204349335,0
24244,1047,4,2,Rural,1985,95408.79748625112,0
24245,1316,3,1,Rural,2010,157763.565547904,0
24246,1208,2,1,Rural,1957,10102.3880862363,0
24247,2570,2,1,Rural,1974,281285.05593983165,0
24248,2142,2,2,Urban,2002,222011.12595824545,2
24249,1576,4,1,Rural,1994,108183.07844405626,0
24250,1314,2,1,Urban,1989,130745.92024550989,2
24251,1753,4,3,Urban,1969,221932.6868614533,2
24252,2059,5,2,Rural,2001,160755.83953208436,0
24253,2486,3,3,Suburb,2015,323121.9154345739,1
24254,2787,3,3,Urban,1974,314420.4386825757,2
24255,1914,3,1,Suburb,2012,217597.5479535369,1
24256,1754,2,1,Rural,1976,232398.1507658608,0
24257,1553,3,1,Rural,1972,184309.87942976548,0
24258,2604,2,3,Rural,1995,231068.18266047933,0
24259,1402,4,2,Urban,1996,100992.728466554,2
24260,2130,2,2,Suburb,1987,220083.50285979413,1
24261,1038,3,3,Urban,1962,99554.39351406108,2
24262,1580,2,3,Rural,1997,150957.50162300325,0
24263,1179,2,2,Suburb,1983,168062.71132761426,1
24264,1011,4,1,Suburb,2006,159625.25116152057,1
24265,2362,2,2,Rural,2010,318988.5818743166,0
24266,1942,3,3,Rural,1959,214100.52472113905,0
24267,2739,2,1,Rural,2008,231391.16880137316,0
24268,1547,5,1,Urban,1987,167626.0210713739,2
24269,2149,2,2,Suburb,2000,211147.61998840596,1
24270,1062,5,1,Suburb,1998,171394.3148859762,1
24271,1843,3,3,Suburb,2002,180639.78817510544,1
24272,2105,5,2,Urban,2020,264657.79619968584,2
24273,2008,5,3,Urban,2017,254436.51931449128,2
24274,2842,5,3,Urban,2003,359643.8637657335,2
24275,2322,5,3,Urban,2002,216739.3559215941,2
24276,1033,5,2,Urban,2018,81777.11457457591,2
24277,1751,2,3,Suburb,1951,231157.5502602671,1
24278,2632,4,3,Urban,2003,283112.2512810383,2
24279,1048,5,1,Rural,1984,109534.74126269796,0
24280,1657,3,1,Rural,1997,236667.61160165104,0
24281,2660,3,3,Rural,1978,277068.32967473945,0
24282,1700,2,1,Suburb,2010,172914.24852707243,1
24283,2080,4,2,Rural,2001,261819.8022041673,0
24284,2884,4,1,Suburb,1959,356854.561609575,1
24285,1108,5,2,Rural,1961,196739.18150964723,0
24286,2540,3,2,Urban,1990,328215.5954309517,2
24287,1984,3,1,Rural,2016,209854.80364096904,0
24288,1023,2,1,Rural,2004,124601.97139449004,0
24289,1220,5,2,Suburb,2011,159512.10400727374,1
24290,2983,3,3,Suburb,1977,273956.5619212547,1
24291,1314,5,3,Urban,1989,169945.85557994267,2
24292,1293,4,3,Rural,2001,132926.56946527446,0
24293,2952,5,3,Rural,1969,282946.1779148909,0
24294,2033,5,1,Rural,2001,246716.0172571839,0
24295,2700,2,1,Urban,1968,272401.2009718937,2
24296,2019,2,2,Urban,1997,176105.62559382434,2
24297,2504,4,2,Urban,1998,279609.4803269891,2
24298,2750,4,3,Suburb,1989,199245.23272084937,1
24299,2017,5,2,Suburb,1958,280836.71682759863,1
24300,1637,3,1,Urban,1961,145184.25837015413,2
24301,1266,5,3,Suburb,2018,180018.22027010692,1
24302,2815,4,3,Suburb,2008,368417.51995373255,1
24303,1087,2,3,Urban,1987,129197.79727042287,2
24304,1454,2,2,Suburb,1995,122095.50219694752,1
24305,2649,4,3,Suburb,1984,349373.4190273391,1
24306,2556,5,1,Urban,1977,290112.56083419995,2
24307,2171,3,3,Urban,2011,282610.743093202,2
24308,1756,2,2,Urban,2000,208155.7994510844,2
24309,2801,5,2,Rural,2012,373972.4472145179,0
24310,2752,3,3,Urban,2011,319579.6455119832,2
24311,1430,4,3,Rural,2005,196153.1669057492,0
24312,2775,5,2,Suburb,1962,329283.91497519653,1
24313,2966,3,1,Rural,1990,341268.2143438344,0
24314,1910,5,1,Urban,1986,249187.3217663289,2
24315,2963,2,3,Suburb,1998,304826.2830954379,1
24316,2767,4,3,Urban,1973,286872.1524974839,2
24317,2767,2,3,Suburb,2004,303966.28441463684,1
24318,1241,2,2,Suburb,2020,140814.3071228514,1
24319,1701,5,2,Suburb,1959,67176.49313027976,1
24320,1901,4,3,Rural,1985,295512.4069384688,0
24321,1740,5,2,Urban,1961,183049.23432644663,2
24322,1065,3,2,Rural,2007,110009.73187519058,0
24323,1971,4,1,Urban,1956,172248.50926508004,2
24324,1377,2,2,Suburb,2019,93077.43342634004,1
24325,1387,2,3,Rural,1983,166379.9344166609,0
24326,2814,2,1,Rural,1950,191734.2191388777,0
24327,1780,5,2,Rural,1974,286735.16665133566,0
24328,1208,5,1,Suburb,1970,153092.30576824973,1
24329,2438,5,2,Suburb,1976,325036.73685144336,1
24330,1015,4,2,Urban,1978,155944.26416343256,2
24331,2320,4,1,Urban,1953,341653.1493925554,2
24332,1985,4,2,Urban,1958,244173.5773317439,2
24333,2243,4,3,Suburb,1995,258470.2490222153,1
24334,2792,3,2,Suburb,1969,391450.9976102847,1
24335,1366,2,1,Rural,1996,153850.53939287018,0
24336,1779,5,1,Suburb,2011,127488.02607487442,1
24337,2252,5,2,Rural,1992,289363.3010322817,0
24338,2654,3,3,Rural,2005,234741.7731197451,0
24339,1439,2,2,Rural,2007,98864.03065025144,0
24340,1689,2,2,Suburb,2005,192791.1063202935,1
24341,2555,3,2,Urban,1956,306549.0476345401,2
24342,2473,4,2,Rural,2002,227081.9969976946,0
24343,2059,2,3,Suburb,1985,190508.4243785988,1
24344,1846,4,2,Urban,1963,253840.0426937075,2
24345,1421,3,3,Suburb,1966,184535.36808992008,1
24346,2941,5,2,Suburb,2019,271137.7587352687,1
24347,2643,5,3,Urban,1992,287060.45574198465,2
24348,2212,5,2,Rural,1974,281341.1631510967,0
24349,2201,5,1,Rural,1998,174684.00690649045,0
24350,1607,2,2,Rural,1974,133202.153437098,0
24351,2338,4,2,Urban,1983,272465.2997658256,2
24352,1019,5,1,Urban,1988,95661.06412774554,2
24353,1675,5,1,Suburb,1962,271130.17609539325,1
24354,1381,5,2,Urban,1955,97897.3965389998,2
24355,1608,3,3,Urban,1986,160888.0767690337,2
24356,1142,2,1,Urban,1993,129526.70451510418,2
24357,1061,3,1,Rural,1986,156929.008569164,0
24358,2265,4,1,Suburb,1958,256382.24421327,1
24359,1237,5,1,Suburb,1996,98085.29098248482,1
24360,2154,2,1,Urban,1993,173509.37646714647,2
24361,2628,2,1,Suburb,1977,168311.05746942197,1
24362,2626,2,2,Suburb,1992,320693.4534679276,1
24363,2668,3,2,Suburb,1992,312301.9134939458,1
24364,2146,3,1,Suburb,2009,242560.87422979047,1
24365,2463,3,3,Suburb,2013,283013.46030673414,1
24366,1926,3,3,Rural,2021,272900.4306997078,0
24367,1341,4,3,Suburb,2018,197630.11690010305,1
24368,2442,5,2,Urban,2018,306992.2614541389,2
24369,2653,5,2,Rural,1983,347995.09035969496,0
24370,1454,3,2,Suburb,2010,185067.1828205212,1
24371,2221,3,2,Urban,1975,251974.22344387756,2
24372,1281,3,1,Rural,2012,109551.02275358434,0
24373,1885,4,1,Rural,1993,116001.79789061076,0
24374,2024,4,3,Rural,1962,186801.156271414,0
24375,1722,2,3,Suburb,1970,223971.37328507123,1
24376,2798,5,1,Urban,1986,285118.07492142863,2
24377,2955,3,3,Suburb,1996,304037.4163581824,1
24378,2355,2,2,Suburb,1950,286964.4106234148,1
24379,2235,5,3,Urban,1998,169829.4145288081,2
24380,1086,2,2,Suburb,2013,162446.2344984471,1
24381,1664,4,3,Suburb,2014,235730.4611880492,1
24382,1861,4,2,Urban,2002,210501.65505423897,2
24383,2722,2,3,Rural,1952,288918.5846026514,0
24384,1060,2,2,Rural,1972,112816.23120952927,0
24385,1796,5,1,Rural,1990,240710.03930893887,0
24386,1094,3,1,Suburb,1970,88801.1883891556,1
24387,1785,5,2,Suburb,2001,193134.97468031893,1
24388,2576,5,1,Urban,1960,346839.42415577034,2
24389,2170,4,3,Suburb,2015,223584.1947798424,1
24390,2269,4,1,Urban,2021,271896.19774107926,2
24391,2667,2,2,Rural,2010,286316.3757945115,0
24392,1960,4,1,Urban,1982,207302.89301456625,2
24393,1296,5,3,Rural,1991,196078.63237549755,0
24394,2146,2,2,Rural,1982,249348.52454965617,0
24395,2678,2,1,Suburb,2020,302655.9383774491,1
24396,1693,4,1,Suburb,2004,266563.86113119003,1
24397,2727,3,1,Rural,1991,145638.98288728355,0
24398,2479,4,3,Rural,1993,284035.057117205,0
24399,1398,2,1,Urban,1985,173389.82607138337,2
24400,2742,2,3,Urban,2005,229369.17261781136,2
24401,1945,3,2,Suburb,1955,132414.47147290842,1
24402,2254,5,3,Rural,1951,172306.18984353746,0
24403,1533,2,1,Suburb,1998,347299.2975486786,1
24404,1401,3,2,Urban,1973,56795.24735473347,2
24405,2615,5,1,Suburb,1954,200595.11750022147,1
24406,1129,4,1,Rural,1991,127472.6352344142,0
24407,1291,3,3,Rural,1992,220313.94839856948,0
24408,1275,5,1,Rural,2002,192000.85331274397,0
24409,1911,2,3,Rural,2017,202439.46015480472,0
24410,2858,2,2,Rural,1968,341232.01978225657,0
24411,2399,3,2,Urban,2000,303128.5507020754,2
24412,1925,4,2,Suburb,1999,213701.548601826,1
24413,1054,3,1,Suburb,1956,58394.32491268358,1
24414,2601,2,3,Suburb,1966,365627.4907257662,1
24415,1738,5,1,Urban,2021,232469.7165794386,2
24416,2049,4,1,Urban,2020,235975.6785773336,2
24417,2464,5,3,Suburb,1972,282672.0022379852,1
24418,1764,3,1,Suburb,2006,258562.42448410217,1
24419,2220,3,2,Urban,1972,300256.0859998583,2
24420,1641,5,3,Suburb,2007,81429.09653394527,1
24421,2266,5,2,Suburb,1975,151806.69485378725,1
24422,2847,5,1,Rural,2007,351918.0804486793,0
24423,1723,3,1,Urban,1969,222609.60139836237,2
24424,2213,5,2,Suburb,1968,185871.41083032067,1
24425,1801,2,1,Urban,2002,172477.57216380376,2
24426,1737,5,1,Suburb,1983,238459.67473200263,1
24427,1757,2,3,Suburb,1993,178437.3707073073,1
24428,2591,2,3,Rural,1959,334325.41791079764,0
24429,1566,5,2,Urban,1955,52199.274728250166,2
24430,2299,4,1,Rural,2010,270194.7310088641,0
24431,2841,4,2,Rural,2008,327565.61849951075,0
24432,2432,4,1,Suburb,1988,286398.41361926263,1
24433,1339,2,3,Urban,1974,181233.80922041068,2
24434,1152,4,3,Suburb,1998,185140.35004246185,1
24435,2588,4,1,Urban,2016,310779.71104089235,2
24436,2421,5,3,Rural,1987,282503.6572193557,0
24437,2467,3,3,Rural,1998,223435.53750471649,0
24438,2646,2,1,Urban,1955,201676.74499609243,2
24439,2003,3,3,Urban,1954,279910.4234486015,2
24440,1426,2,1,Suburb,1950,149288.2824287849,1
24441,2002,2,2,Rural,1966,173782.153673202,0
24442,2981,4,1,Rural,1954,267133.44614407304,0
24443,2510,5,2,Urban,1983,277843.86687839305,2
24444,1203,3,1,Urban,1958,142511.6256203203,2
24445,2135,3,1,Rural,2011,238814.53225569928,0
24446,1324,4,1,Suburb,1977,106112.47861762844,1
24447,2982,3,1,Suburb,1966,309839.6224270074,1
24448,2281,3,1,Suburb,1976,202702.1714249733,1
24449,1949,2,2,Urban,2011,223930.1863206779,2
24450,2551,5,3,Urban,1962,321890.06502169784,2
24451,1950,5,1,Rural,2002,320722.0078983649,0
24452,2373,3,2,Rural,2017,190042.63742873364,0
24453,1938,3,2,Urban,1986,220868.84577882465,2
24454,1956,2,1,Suburb,1961,121028.85887845705,1
24455,2701,4,1,Rural,1995,205010.15563495515,0
24456,2836,2,1,Urban,1980,282048.5500153001,2
24457,1893,4,2,Suburb,2010,170812.08183562307,1
24458,1434,4,1,Urban,2008,146884.79159910057,2
24459,2449,2,1,Urban,1953,201655.3279989026,2
24460,2303,5,3,Suburb,2020,224966.92339479152,1
24461,1370,2,2,Rural,1998,237269.23969567503,0
24462,2693,4,1,Suburb,1993,280962.2650302542,1
24463,1932,5,2,Urban,2019,242597.07969176356,2
24464,1248,5,1,Suburb,1970,159482.0929481592,1
24465,1890,2,1,Suburb,2015,149764.5429811766,1
24466,1180,5,2,Urban,2009,195952.19234392856,2
24467,1702,5,2,Rural,1981,271197.5592846097,0
24468,1998,2,2,Urban,2017,262802.5262141651,2
24469,2674,3,2,Urban,2003,253405.5608763361,2
24470,1077,5,3,Suburb,1952,157509.1093924014,1
24471,1918,2,2,Urban,1993,181772.3584048316,2
24472,1884,2,1,Suburb,1990,171004.79901372327,1
24473,1335,3,1,Suburb,1964,141170.1487278593,1
24474,1049,5,2,Urban,1992,195561.2373247872,2
24475,1084,4,2,Rural,1956,198607.0195006329,0
24476,2718,4,2,Rural,1953,302338.75381764915,0
24477,1694,5,2,Suburb,1965,182567.77824645676,1
24478,1003,5,2,Suburb,2012,241114.12337901213,1
24479,1992,2,1,Suburb,2008,163323.9960630841,1
24480,2973,2,3,Rural,1994,381555.2507113092,0
24481,1316,4,2,Urban,1956,214351.1293762532,2
24482,2134,5,2,Urban,1971,224203.10054468332,2
24483,2357,2,2,Rural,2015,274482.38330898434,0
24484,2874,4,2,Rural,2002,329347.6643454967,0
24485,1762,4,3,Urban,1974,158711.6570392419,2
24486,2156,3,3,Suburb,1980,241879.78484249063,1
24487,1611,5,1,Rural,1997,211952.5423833156,0
24488,2004,3,2,Urban,1982,229603.3026757258,2
24489,1913,2,2,Rural,1973,144236.99673033823,0
24490,2707,2,1,Urban,1952,192890.4412247232,2
24491,1798,4,1,Suburb,1956,155706.51541514316,1
24492,1118,2,2,Suburb,1968,135215.24671461445,1
24493,1349,3,3,Rural,1981,147340.6077666868,0
24494,1916,5,1,Rural,2020,182674.36689697672,0
24495,1686,4,2,Rural,1998,239482.0528800807,0
24496,1541,4,2,Suburb,1959,65642.17745520105,1
24497,2078,2,2,Rural,1971,272635.3011597245,0
24498,1360,4,1,Rural,1978,166660.2408675144,0
24499,1707,4,1,Urban,2012,280447.5475307089,2
24500,2476,5,1,Urban,1992,267946.6878165722,2
24501,2576,4,2,Suburb,1995,263333.4927653238,1
24502,1684,5,1,Suburb,1973,155741.4281393473,1
24503,1329,3,2,Urban,1958,217689.23489049025,2
24504,1218,4,3,Suburb,1973,155286.76600599015,1
24505,1207,3,3,Rural,1994,143424.40860071388,0
24506,2693,5,3,Rural,1982,288436.3608854845,0
24507,1844,4,1,Suburb,1951,281672.4279834333,1
24508,2763,2,2,Rural,1958,304189.16769126465,0
24509,1084,2,1,Urban,1954,95162.93136827636,2
24510,1684,4,3,Rural,2017,288091.6312658345,0
24511,1244,5,2,Urban,2007,99759.95931090091,2
24512,1871,2,3,Urban,2014,251959.54182948504,2
24513,2022,3,2,Suburb,2020,208836.86075399068,1
24514,2708,5,1,Urban,1995,344526.4933358981,2
24515,2358,5,2,Rural,1972,259902.19132930695,0
24516,2235,4,3,Urban,2020,332523.1046871404,2
24517,1595,3,2,Urban,1968,140405.947702121,2
24518,1684,5,2,Rural,2000,208958.1172213168,0
24519,2206,4,3,Urban,1975,203713.56767885436,2
24520,2978,3,3,Urban,2002,380823.0253388023,2
24521,2156,5,3,Rural,2013,194004.46884202893,0
24522,2013,2,3,Suburb,1985,227781.57235013845,1
24523,2013,3,2,Suburb,1983,228016.93543677856,1
24524,2915,5,2,Rural,1956,286792.5542392223,0
24525,2823,3,3,Rural,1995,340428.7933353674,0
24526,2797,2,2,Suburb,2004,216919.9893583593,1
24527,1349,5,3,Rural,2005,168448.93951332392,0
24528,1281,2,2,Urban,1987,160466.08820273026,2
24529,1292,4,1,Urban,2019,181428.4818041433,2
24530,2292,4,2,Urban,2017,208296.76204634167,2
24531,2884,5,3,Rural,2019,413823.0733998052,0
24532,2220,5,1,Suburb,1986,310318.535824273,1
24533,2560,3,1,Suburb,1996,326779.5434980356,1
24534,2676,5,3,Suburb,2011,180863.52932942985,1
24535,1983,4,3,Urban,1956,224531.36580658983,2
24536,2758,5,2,Suburb,1958,361744.695293233,1
24537,1019,3,2,Suburb,1987,150719.99417038943,1
24538,1758,4,1,Rural,1983,267110.90007760987,0
24539,2863,5,2,Rural,2013,336453.8058325653,0
24540,2979,2,2,Urban,1960,314238.8801423666,2
24541,2736,2,2,Rural,1988,258068.7259601045,0
24542,1404,2,1,Rural,2004,151802.6204046399,0
24543,2138,2,2,Urban,2018,207972.56924257736,2
24544,2918,3,2,Rural,1973,325407.98104050854,0
24545,1700,2,3,Urban,1989,167879.38008470912,2
24546,1979,2,1,Rural,1978,137996.98937647417,0
24547,2998,5,3,Urban,1997,290521.9125128084,2
24548,1025,2,1,Suburb,1996,93267.5450238293,1
24549,1565,2,3,Suburb,1976,139435.2518925183,1
24550,2705,5,3,Suburb,2006,378828.2014258501,1
24551,1394,4,3,Suburb,1998,148561.54747317248,1
24552,2956,3,3,Suburb,2005,219533.51403280583,1
24553,2000,3,2,Rural,1955,253157.94719963957,0
24554,2404,4,2,Rural,1962,162328.98988179007,0
24555,1522,5,2,Urban,1998,206854.6823247723,2
24556,2562,4,3,Rural,1984,329778.5187516094,0
24557,1861,3,1,Suburb,1986,140991.66158092918,1
24558,2106,3,1,Suburb,1987,214704.4644423721,1
24559,1801,4,3,Rural,1986,251840.59957712624,0
24560,1549,2,3,Rural,1990,241457.91889340413,0
24561,2468,3,2,Suburb,1976,295278.0644060061,1
24562,1086,4,3,Rural,1992,174292.31263806057,0
24563,2972,2,2,Suburb,1971,258558.43397330603,1
24564,1832,2,2,Suburb,1963,103632.47260090956,1
24565,1386,5,3,Urban,2001,171146.24159472,2
24566,1962,4,1,Suburb,1976,105812.58428536996,1
24567,1667,3,1,Urban,2006,194631.20826709116,2
24568,2421,5,3,Rural,2005,263152.8556438835,0
24569,2843,3,2,Urban,1989,282718.9369875922,2
24570,1285,2,2,Rural,1979,179012.7713813685,0
24571,1697,4,1,Rural,1978,159758.88974107898,0
24572,2717,2,2,Urban,1966,221254.8635938273,2
24573,1964,2,1,Rural,1958,223805.50090278967,0
24574,1368,2,3,Rural,1989,243616.4966816384,0
24575,1654,4,3,Suburb,1989,229560.75037515693,1
24576,2445,5,2,Suburb,1955,329667.56348969694,1
24577,2741,3,3,Suburb,1970,319235.0110306585,1
24578,1653,2,3,Rural,1999,224078.7813138568,0
24579,1696,3,2,Urban,1954,232840.5096062377,2
24580,2466,3,2,Urban,1990,279387.3805352659,2
24581,2776,5,1,Rural,1983,268138.84006286727,0
24582,2543,4,3,Urban,2014,343312.0097453218,2
24583,2023,3,3,Rural,1956,254136.81775596997,0
24584,2607,5,2,Suburb,1990,291038.2140676421,1
24585,1914,3,3,Rural,2004,216878.75023667703,0
24586,1287,2,1,Urban,1976,181467.59842023836,2
24587,1094,5,1,Urban,2009,126370.36943089197,2
24588,1668,4,2,Suburb,1972,273856.3394977008,1
24589,1040,4,3,Urban,1981,175596.5676944899,2
24590,1330,2,1,Rural,1994,185062.51417595515,0
24591,2836,2,3,Urban,1980,282143.14374126814,2
