,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,target
28178,2564,2,3,Rural,2012,209449.44995604063,224096.1260397619
28179,1790,4,1,Rural,1988,237442.03661314244,224096.1260397619
28180,2492,4,1,Urban,1953,367245.8118038628,227166.1971394754
28181,1591,5,2,Suburb,1999,211647.5536173592,223234.18985728978
28182,2074,4,1,Suburb,2012,174542.60793102268,223234.18985728978
28183,2135,2,2,Urban,2015,221550.3363869274,227166.1971394754
28184,2896,3,1,Suburb,1988,288791.7656788196,223234.18985728978
28185,1300,3,3,Suburb,2007,118774.98495101204,223234.18985728978
28186,2113,3,2,Rural,1966,222420.57516825115,224096.1260397619
28187,1228,5,1,Suburb,1989,145137.4890465646,223234.18985728978
28188,1149,2,2,Suburb,2004,164878.31988068076,223234.18985728978
28189,2778,5,1,Urban,1979,337653.1281648821,227166.1971394754
28190,2161,5,3,Suburb,1964,289886.8954895543,223234.18985728978
28191,2158,5,2,Urban,1984,179519.30221381033,227166.1971394754
28192,2480,2,2,Urban,1979,207223.84803806432,227166.1971394754
28193,2624,2,3,Urban,1950,339748.60069367936,227166.1971394754
28194,2517,2,1,Suburb,1992,252421.2346605236,223234.18985728978
28195,1526,3,3,Suburb,2013,188126.7520142301,223234.18985728978
28196,1332,4,3,Urban,1956,174424.1912383856,227166.1971394754
28197,2385,2,2,Rural,1964,225158.7717422594,224096.1260397619
28198,1173,2,1,Suburb,1983,126293.0740539407,223234.18985728978
28199,2625,5,2,Rural,1950,265765.81334091444,224096.1260397619
28200,2236,2,2,Urban,2019,159456.7395979265,227166.1971394754
28201,2366,4,2,Rural,1953,236331.1612609092,224096.1260397619
28202,1060,3,2,Urban,2012,165351.7812654756,227166.1971394754
28203,2899,2,3,Suburb,1960,289685.87374566484,223234.18985728978
28204,2755,3,1,Urban,1975,321239.56578941544,227166.1971394754
28205,2084,2,3,Rural,2001,227006.58630159585,224096.1260397619
28206,1818,3,2,Rural,1982,252268.95512794884,224096.1260397619
28207,2701,2,2,Suburb,1967,344173.168404563,223234.18985728978
28208,1523,5,2,Urban,2006,194501.85480018283,227166.1971394754
28209,1215,3,3,Urban,1995,182225.9597908971,227166.1971394754
28210,2612,5,3,Suburb,2014,277587.2580216048,223234.18985728978
28211,2767,5,1,Urban,2017,229658.36394725236,227166.1971394754
28212,1623,2,1,Urban,1953,83402.51874051703,227166.1971394754
28213,1577,5,2,Suburb,1954,188438.21526530472,223234.18985728978
28214,1693,5,3,Rural,1987,137373.13678361446,224096.1260397619
28215,1422,2,3,Urban,2011,242729.3882505864,227166.1971394754
28216,1715,5,2,Urban,1986,160233.03388667712,227166.1971394754
28217,2446,3,2,Suburb,2010,275556.0997598845,223234.18985728978
28218,2394,3,2,Urban,2019,250867.03809522977,227166.1971394754
28219,2229,4,2,Rural,1972,176558.87680438132,224096.1260397619
28220,2309,4,3,Rural,1965,224810.821372225,224096.1260397619
28221,2128,4,2,Suburb,1957,239709.2239912487,223234.18985728978
28222,1753,4,1,Suburb,1974,201122.09739934496,223234.18985728978
28223,1746,5,2,Urban,1994,188595.3501517332,227166.1971394754
28224,1687,3,2,Urban,2009,209003.26806662977,227166.1971394754
28225,1722,4,2,Suburb,2016,141908.36046026312,223234.18985728978
28226,2566,5,1,Urban,1983,268311.40233765385,227166.1971394754
28227,1746,2,3,Suburb,1970,277727.517836075,223234.18985728978
28228,1241,3,1,Rural,1984,89721.50819195842,224096.1260397619
28229,2514,2,1,Rural,1989,326072.4522173522,224096.1260397619
28230,1664,4,3,Rural,1974,153781.39229655225,224096.1260397619
28231,1707,4,1,Urban,1951,143037.331015667,227166.1971394754
28232,2521,4,3,Suburb,2019,286462.82132207707,223234.18985728978
28233,1434,3,2,Rural,1956,204763.3567676294,224096.1260397619
28234,1780,2,3,Urban,2004,161891.5521269241,227166.1971394754
28235,1483,2,1,Suburb,2003,60325.90146375938,223234.18985728978
28236,2470,3,2,Urban,1988,334496.43108775344,227166.1971394754
28237,1383,4,1,Rural,1955,123949.69089964128,224096.1260397619
28238,2533,4,2,Suburb,2009,217450.219016066,223234.18985728978
28239,1169,5,1,Suburb,1989,157535.50499463925,223234.18985728978
28240,2020,3,2,Urban,1975,196228.44200561207,227166.1971394754
28241,1949,2,2,Suburb,2009,222231.4578727582,223234.18985728978
28242,1868,5,1,Suburb,2008,169746.552914061,223234.18985728978
28243,1322,2,1,Urban,1970,113283.05241620942,227166.1971394754
28244,1847,2,2,Suburb,1981,147425.66867447394,223234.18985728978
28245,2497,5,1,Rural,2012,228924.558707544,224096.1260397619
28246,2255,2,1,Rural,2013,228832.17087702564,224096.1260397619
28247,1695,5,2,Urban,2002,292150.69567925646,227166.1971394754
28248,1358,5,3,Rural,1997,177745.44667320471,224096.1260397619
28249,2298,5,2,Rural,1995,242429.97806512695,224096.1260397619
28250,2965,4,3,Rural,2001,317602.4580672214,224096.1260397619
28251,2934,4,1,Suburb,2018,240464.9021552828,223234.18985728978
28252,1031,3,3,Rural,1971,209093.92482853355,224096.1260397619
28253,1176,3,1,Rural,1953,195362.5327481857,224096.1260397619
28254,1916,5,2,Suburb,1978,272194.12822622654,223234.18985728978
28255,1064,3,2,Rural,2008,153689.40686713462,224096.1260397619
28256,2733,4,2,Suburb,2000,363189.043109501,223234.18985728978
28257,1026,4,1,Suburb,2008,148004.9036808173,223234.18985728978
28258,2686,5,1,Rural,1954,321396.36248677305,224096.1260397619
28259,2838,4,1,Rural,1995,280868.7548650666,224096.1260397619
28260,2502,5,2,Suburb,1954,303755.1430652283,223234.18985728978
28261,1267,3,1,Rural,2013,226037.7179472228,224096.1260397619
28262,1596,4,3,Suburb,1962,271107.0744131815,223234.18985728978
28263,2011,5,2,Suburb,2015,186190.6928911501,223234.18985728978
28264,1065,5,1,Urban,1956,68997.9555968227,227166.1971394754
28265,1132,2,1,Rural,1982,133798.370259078,224096.1260397619
28266,2928,5,3,Urban,1970,301643.3508093661,227166.1971394754
28267,1915,5,2,Urban,1991,225412.26567866263,227166.1971394754
28268,2389,4,3,Suburb,1969,252574.6856527532,223234.18985728978
28269,1081,2,1,Suburb,1969,92952.40979240932,223234.18985728978
28270,2916,2,1,Urban,1983,380323.73364705534,227166.1971394754
28271,2854,2,3,Rural,1951,287179.0029265314,224096.1260397619
28272,1981,4,2,Urban,1955,229379.4506338838,227166.1971394754
28273,2351,3,1,Urban,1961,178812.65388938942,227166.1971394754
28274,2121,5,3,Rural,1977,368322.5067429012,224096.1260397619
28275,1584,2,2,Suburb,2002,94874.49497288738,223234.18985728978
28276,1326,2,1,Urban,1987,139474.55920487948,227166.1971394754
28277,1541,4,3,Rural,2020,228020.27091687208,224096.1260397619
28278,2148,4,3,Rural,1989,201787.41447542893,224096.1260397619
28279,1209,2,2,Rural,2021,131106.0487174969,224096.1260397619
28280,2807,3,1,Suburb,1969,375214.4434249594,223234.18985728978
28281,2748,4,2,Rural,2006,295261.7086729287,224096.1260397619
28282,1132,2,2,Urban,1994,167544.7300569421,227166.1971394754
28283,2526,3,1,Rural,2012,205836.1321086426,224096.1260397619
28284,1156,4,1,Rural,1999,163864.9881321786,224096.1260397619
28285,2582,3,2,Urban,1986,401493.0202938161,227166.1971394754
28286,2892,2,2,Rural,2012,372406.49687765655,224096.1260397619
28287,1874,3,1,Urban,1964,274272.8003547534,227166.1971394754
28288,1381,2,3,Suburb,2002,214006.14578518865,223234.18985728978
28289,2045,4,3,Suburb,1978,235098.4423210471,223234.18985728978
28290,1973,5,1,Rural,2019,159582.4410179969,224096.1260397619
28291,2976,5,3,Suburb,1961,278289.7691584967,223234.18985728978
28292,1594,2,3,Suburb,1974,173710.24131612177,223234.18985728978
28293,2442,5,2,Rural,2013,304141.8064761604,224096.1260397619
28294,1471,2,2,Urban,1976,138753.6881294456,227166.1971394754
28295,1233,5,2,Urban,1972,208431.81032843445,227166.1971394754
28296,1571,5,3,Urban,1998,196741.6735087342,227166.1971394754
28297,2477,4,2,Urban,2008,284814.3719397208,227166.1971394754
28298,2723,2,3,Urban,1988,321447.11312506755,227166.1971394754
28299,2593,3,3,Rural,1996,226451.07203411503,224096.1260397619
28300,1770,4,2,Suburb,2009,157957.381790547,223234.18985728978
28301,2185,3,1,Urban,2014,217703.5107967794,227166.1971394754
28302,1300,4,3,Suburb,1975,154026.09274664067,223234.18985728978
28303,1305,2,3,Urban,1961,142201.02928606237,227166.1971394754
28304,1001,3,1,Rural,1959,123855.9688416378,224096.1260397619
28305,1270,4,2,Rural,2011,170994.69187751363,224096.1260397619
28306,1420,5,3,Suburb,2015,166901.03211634,223234.18985728978
28307,2166,3,1,Suburb,2011,341576.9112740968,223234.18985728978
28308,1699,4,1,Suburb,1988,145021.43147560256,223234.18985728978
28309,1863,4,1,Suburb,1959,216689.2793296877,223234.18985728978
28310,2876,3,2,Rural,1976,398963.8173143615,224096.1260397619
28311,1959,5,1,Suburb,2011,183313.90922460804,223234.18985728978
28312,1993,3,2,Urban,1993,161622.95119044415,227166.1971394754
28313,2759,3,1,Rural,1992,350460.2928398394,224096.1260397619
28314,2009,3,3,Urban,2013,285949.7381396301,227166.1971394754
28315,1878,4,3,Rural,1950,163393.3181436171,224096.1260397619
28316,1691,5,1,Rural,1999,212655.98326856823,224096.1260397619
28317,2558,3,3,Urban,1970,341653.4008918949,227166.1971394754
28318,1866,3,2,Rural,1960,192018.43265346755,224096.1260397619
28319,2060,3,1,Suburb,1991,259954.69415337333,223234.18985728978
28320,1106,3,3,Urban,2000,189497.5255445224,227166.1971394754
28321,2320,3,1,Rural,2010,300103.3038789367,224096.1260397619
28322,2764,3,3,Rural,2008,298433.5242337552,224096.1260397619
28323,2848,5,2,Urban,1983,205346.2782450452,227166.1971394754
28324,2120,5,1,Urban,1982,140598.99787674542,227166.1971394754
28325,1280,5,3,Suburb,1987,180002.9847746273,223234.18985728978
28326,2133,2,1,Suburb,2004,252473.86306844332,223234.18985728978
28327,1548,2,3,Suburb,1960,242295.2120144781,223234.18985728978
28328,1551,4,1,Suburb,1982,173514.39219164272,223234.18985728978
28329,2620,5,2,Suburb,2002,255181.1233782429,223234.18985728978
28330,2837,5,2,Urban,1985,380188.1599981719,227166.1971394754
28331,1187,5,3,Urban,1977,192265.58301865155,227166.1971394754
28332,1751,3,2,Urban,1995,190598.0808031265,227166.1971394754
28333,1869,3,2,Urban,2006,125218.3648690472,227166.1971394754
28334,2511,4,2,Suburb,1967,296649.26858806965,223234.18985728978
28335,2377,5,1,Rural,1963,340306.88487743255,224096.1260397619
28336,1018,3,1,Suburb,1982,208840.2163484778,223234.18985728978
28337,1858,5,3,Urban,1995,219431.54770291015,227166.1971394754
28338,2416,5,2,Urban,1978,320108.9933469954,227166.1971394754
28339,2860,3,2,Suburb,1965,299160.619464523,223234.18985728978
28340,2284,3,3,Rural,1981,296525.93218687334,224096.1260397619
28341,1984,2,3,Rural,1986,258795.61964429967,224096.1260397619
28342,1409,3,1,Suburb,1979,70053.39515665232,223234.18985728978
28343,2426,2,2,Urban,2018,257955.1226292624,227166.1971394754
28344,2693,3,2,Rural,1979,220267.23185040284,224096.1260397619
28345,1483,5,2,Rural,1966,207386.8834516774,224096.1260397619
28346,2327,3,1,Urban,1992,253866.13581960677,227166.1971394754
28347,1623,4,1,Suburb,1963,202509.9908889969,223234.18985728978
28348,1655,5,1,Suburb,1979,228706.1060196797,223234.18985728978
28349,1767,4,2,Suburb,2001,224619.14848497356,223234.18985728978
28350,2990,5,3,Urban,1994,360435.9914229884,227166.1971394754
28351,1017,3,1,Rural,2001,186579.6658251927,224096.1260397619
28352,1183,3,2,Urban,1978,135998.87992027908,227166.1971394754
28353,1404,3,1,Rural,2007,186127.0853491032,224096.1260397619
28354,1798,2,3,Rural,1988,141386.9505469941,224096.1260397619
28355,2920,3,2,Suburb,1977,296313.4854892281,223234.18985728978
28356,2154,4,1,Urban,1969,325157.3997787711,227166.1971394754
28357,1478,2,2,Suburb,1960,113789.74841609002,223234.18985728978
28358,2816,3,3,Rural,2017,344740.93465490226,224096.1260397619
28359,2780,2,3,Rural,1955,358851.83929302107,224096.1260397619
28360,1007,2,3,Suburb,1986,129791.04500304256,223234.18985728978
28361,1704,5,3,Urban,1958,223608.5139933434,227166.1971394754
28362,2341,2,2,Urban,1964,188037.07324940225,227166.1971394754
28363,2414,2,1,Urban,2010,306971.6847182585,227166.1971394754
28364,2542,5,3,Suburb,1952,258661.1487344649,223234.18985728978
28365,2159,3,2,Suburb,1954,262400.2749013802,223234.18985728978
28366,1530,4,3,Rural,1951,204744.8183839853,224096.1260397619
28367,1912,2,3,Urban,1966,133551.7158679195,227166.1971394754
28368,2674,4,2,Suburb,2006,291209.7517040111,223234.18985728978
28369,2390,2,2,Rural,1994,217355.9702059732,224096.1260397619
28370,2512,4,2,Suburb,1968,281553.6695178955,223234.18985728978
28371,1688,5,3,Rural,2016,262690.60642353544,224096.1260397619
28372,2034,2,3,Urban,1972,251002.9968450749,227166.1971394754
28373,1552,2,1,Rural,2009,177705.5853832923,224096.1260397619
28374,1445,3,3,Suburb,1996,200080.03752099816,223234.18985728978
28375,2137,3,1,Suburb,1970,188775.83176655092,223234.18985728978
28376,2715,2,3,Urban,1952,331602.267141956,227166.1971394754
28377,1705,5,1,Urban,2019,195744.02979622,227166.1971394754
28378,1195,4,1,Suburb,1965,24264.532208237277,223234.18985728978
28379,1859,3,1,Suburb,1994,277646.18683764065,223234.18985728978
28380,2760,3,2,Urban,1992,291720.792480414,227166.1971394754
28381,2866,3,2,Suburb,1979,274861.2733730368,223234.18985728978
28382,2346,3,1,Urban,2010,361883.4614555613,227166.1971394754
28383,2959,5,2,Rural,2012,344570.65802208905,224096.1260397619
28384,2796,2,3,Suburb,1961,237230.621124426,223234.18985728978
28385,2535,4,2,Urban,2009,243656.3756171715,227166.1971394754
28386,1627,3,2,Suburb,1987,189503.1426055665,223234.18985728978
28387,1980,5,3,Suburb,1993,302072.67362516286,223234.18985728978
28388,2685,5,3,Rural,2021,293758.0628536997,224096.1260397619
28389,1629,3,1,Urban,1950,203695.92529120776,227166.1971394754
28390,2188,4,2,Rural,1996,294416.4315296772,224096.1260397619
28391,2275,3,3,Rural,1988,226430.95672049207,224096.1260397619
28392,2802,5,3,Rural,1958,310803.40859667165,224096.1260397619
28393,1043,4,2,Rural,1975,144552.7806914118,224096.1260397619
28394,2493,5,2,Suburb,1991,246969.7145273189,223234.18985728978
28395,1488,2,1,Urban,1963,128764.96358162689,227166.1971394754
28396,1180,5,2,Rural,2014,191100.40603083104,224096.1260397619
28397,2100,3,3,Suburb,2010,291918.2269023961,223234.18985728978
28398,1373,4,2,Urban,1962,161416.49477635254,227166.1971394754
28399,1627,3,1,Urban,2004,177200.57990179677,227166.1971394754
28400,1956,2,2,Suburb,1976,202641.3187910829,223234.18985728978
28401,1066,4,2,Rural,1988,117765.78785237877,224096.1260397619
28402,2548,4,2,Suburb,1979,246131.24383393856,223234.18985728978
28403,2115,4,3,Urban,1992,139792.68062826202,227166.1971394754
28404,2781,5,3,Rural,1957,225722.93946146165,224096.1260397619
28405,1778,3,3,Urban,1955,252142.736856278,227166.1971394754
28406,1650,4,3,Rural,1962,273092.08756986057,224096.1260397619
28407,2876,4,1,Rural,1997,262766.76544985,224096.1260397619
28408,2267,4,3,Suburb,1986,256736.43353043892,223234.18985728978
28409,1340,2,3,Rural,2001,153443.2121439389,224096.1260397619
28410,1902,4,1,Rural,1961,199471.62488606523,224096.1260397619
28411,2808,5,3,Suburb,1990,302665.9207195488,223234.18985728978
28412,2327,5,3,Rural,2015,296329.1275424431,224096.1260397619
28413,1397,4,3,Suburb,1971,248871.0961336012,223234.18985728978
28414,1702,5,2,Urban,1969,223390.63262827296,227166.1971394754
28415,2471,5,1,Urban,1997,307044.3813990385,227166.1971394754
28416,1096,4,3,Suburb,1971,139257.50423896377,223234.18985728978
28417,2354,5,1,Rural,1968,310866.1539804633,224096.1260397619
28418,2228,2,3,Urban,2015,285552.0173352069,227166.1971394754
28419,1448,4,2,Urban,1963,150335.868083141,227166.1971394754
28420,2441,3,3,Rural,1953,293494.6588507986,224096.1260397619
28421,2672,5,3,Rural,2020,272590.3119982337,224096.1260397619
28422,1076,4,2,Suburb,1995,126924.02498549728,223234.18985728978
28423,1895,3,2,Suburb,1985,150122.0600054916,223234.18985728978
28424,1548,2,1,Urban,2014,293389.7104787906,227166.1971394754
28425,1797,2,1,Rural,1978,328707.68517597707,224096.1260397619
28426,2448,4,3,Rural,1968,310265.34381901304,224096.1260397619
28427,2452,4,3,Rural,1978,301260.64852085826,224096.1260397619
28428,2508,2,2,Suburb,1962,267286.060377989,223234.18985728978
28429,1814,2,3,Suburb,2016,151615.33841426342,223234.18985728978
28430,2021,2,1,Suburb,2011,182370.83054253532,223234.18985728978
28431,1134,3,2,Urban,1961,161081.99252156145,227166.1971394754
28432,1653,3,2,Rural,1974,234976.9644121857,224096.1260397619
28433,2277,4,2,Suburb,1992,231099.3893669836,223234.18985728978
28434,2583,3,3,Rural,1960,329017.1718004436,224096.1260397619
28435,2278,5,1,Suburb,1990,216113.1182748424,223234.18985728978
28436,1645,2,2,Rural,1952,193750.82122136492,224096.1260397619
28437,2825,4,1,Urban,2006,342984.1824621667,227166.1971394754
28438,1719,3,2,Urban,2011,299374.84882919485,227166.1971394754
28439,2522,4,2,Urban,1992,321102.2420829872,227166.1971394754
28440,1612,3,1,Suburb,1980,145743.03150235742,223234.18985728978
28441,1483,4,2,Rural,1987,171404.82304359972,224096.1260397619
28442,2069,2,3,Rural,1974,172117.05662418265,224096.1260397619
28443,2466,2,1,Suburb,2012,308614.9682076708,223234.18985728978
28444,2605,2,1,Rural,1982,270007.18133482826,224096.1260397619
28445,1647,3,2,Suburb,1969,165392.842724655,223234.18985728978
28446,1791,4,1,Rural,1959,172312.22640914508,224096.1260397619
28447,1578,4,3,Urban,1977,145183.6769398775,227166.1971394754
28448,2027,4,2,Rural,1967,195160.75073757957,224096.1260397619
28449,2759,5,3,Rural,1973,390157.2463710311,224096.1260397619
28450,1000,3,3,Rural,1994,122700.81235871774,224096.1260397619
28451,2313,2,3,Suburb,1967,343412.844156332,223234.18985728978
28452,1108,2,1,Rural,2000,96468.76888797536,224096.1260397619
28453,2800,4,2,Suburb,2018,368811.52150039095,223234.18985728978
28454,2598,4,2,Rural,1964,243079.25024819595,224096.1260397619
28455,1459,5,3,Rural,2004,244638.1170269076,224096.1260397619
28456,1265,3,3,Suburb,1978,200480.792125118,223234.18985728978
28457,2161,4,2,Urban,1987,242636.6729648481,227166.1971394754
28458,2457,4,2,Urban,1985,201423.48962343324,227166.1971394754
28459,1043,3,3,Urban,1989,165265.58668817193,227166.1971394754
28460,1885,4,2,Suburb,1993,222407.64872868423,223234.18985728978
28461,2533,2,3,Urban,1971,232725.7414982177,227166.1971394754
28462,1943,3,3,Suburb,2000,280344.17055320507,223234.18985728978
28463,1982,2,3,Suburb,1972,233950.60958682097,223234.18985728978
28464,1261,5,3,Rural,1971,169185.48934898037,224096.1260397619
28465,1727,4,1,Urban,1987,198224.54033958807,227166.1971394754
28466,1632,4,2,Urban,1951,149874.1199911862,227166.1971394754
28467,1151,3,2,Rural,1964,143457.0932002926,224096.1260397619
28468,1212,5,2,Suburb,2017,146703.09543886923,223234.18985728978
28469,2015,3,3,Rural,2021,282649.76717907307,224096.1260397619
28470,2257,5,1,Rural,1951,212940.8803071494,224096.1260397619
28471,1862,3,2,Urban,1985,243122.00518465228,227166.1971394754
28472,1622,3,3,Urban,1959,144194.35459578066,227166.1971394754
28473,2977,4,3,Suburb,1974,320975.5493493494,223234.18985728978
28474,1360,4,1,Suburb,2013,171768.6098461954,223234.18985728978
28475,1319,5,1,Rural,1987,156997.20667614136,224096.1260397619
28476,1221,2,3,Rural,1968,185998.3083006951,224096.1260397619
28477,2975,2,2,Suburb,1968,303064.8514757172,223234.18985728978
28478,2761,3,3,Suburb,1971,330509.8810853852,223234.18985728978
28479,1209,4,1,Urban,2007,141618.35871464718,227166.1971394754
28480,2419,3,3,Urban,1950,234557.2159423429,227166.1971394754
28481,1930,5,3,Rural,2002,289716.54876040184,224096.1260397619
28482,2606,3,1,Suburb,1964,349054.3275742266,223234.18985728978
28483,1488,3,1,Urban,2009,178557.68087933422,227166.1971394754
28484,2895,3,3,Suburb,2006,269918.59521108924,223234.18985728978
28485,1600,5,1,Rural,1972,179119.46848232843,224096.1260397619
28486,1773,5,2,Rural,2011,203471.6182210732,224096.1260397619
28487,2984,3,2,Urban,1984,353257.0324838678,227166.1971394754
28488,1877,4,2,Suburb,2014,292116.9456209376,223234.18985728978
28489,2487,5,1,Suburb,2004,365260.37762344535,223234.18985728978
28490,1699,2,3,Urban,1956,171317.6452477829,227166.1971394754
28491,2647,3,3,Urban,1983,320648.7781722505,227166.1971394754
28492,1451,4,3,Rural,1999,222664.5711221732,224096.1260397619
28493,1412,5,3,Rural,1986,184965.8390844869,224096.1260397619
28494,2957,3,2,Suburb,1959,333303.8403131372,223234.18985728978
28495,2774,4,3,Suburb,1993,372804.5546689485,223234.18985728978
28496,1475,2,3,Urban,1989,138164.9589648294,227166.1971394754
28497,1255,5,1,Rural,2013,175839.16537290177,224096.1260397619
28498,2173,5,1,Rural,2013,288670.7961055961,224096.1260397619
28499,1126,2,3,Urban,2010,72904.64163190182,227166.1971394754
28500,1391,5,2,Rural,1983,89918.28468179415,224096.1260397619
28501,2854,4,2,Suburb,1953,331868.90582527523,223234.18985728978
28502,1479,5,2,Rural,1985,266028.9109921125,224096.1260397619
28503,1992,3,1,Suburb,1984,237122.46007476933,223234.18985728978
28504,2420,2,2,Suburb,2018,245438.07279482557,223234.18985728978
28505,1922,3,1,Rural,2012,201259.3954769442,224096.1260397619
28506,1401,5,2,Urban,2019,170471.20995897113,227166.1971394754
28507,1273,3,1,Suburb,1967,220582.47662059535,223234.18985728978
28508,1844,4,1,Suburb,1984,230197.7905404212,223234.18985728978
28509,2981,3,1,Suburb,2011,392966.9634674205,223234.18985728978
28510,2933,4,3,Suburb,1982,395052.753739294,223234.18985728978
28511,1138,4,1,Urban,2005,192230.684881092,227166.1971394754
28512,1102,4,1,Urban,1993,50973.73182605009,227166.1971394754
28513,2265,2,1,Rural,2003,282230.336669195,224096.1260397619
28514,2140,3,2,Suburb,1987,231235.9204418565,223234.18985728978
28515,2237,4,1,Suburb,1981,206821.5336895822,223234.18985728978
28516,1483,4,3,Suburb,2020,158845.23919782764,223234.18985728978
28517,1528,3,2,Suburb,2003,161160.99238616598,223234.18985728978
28518,2714,5,2,Urban,1998,351336.4530027386,227166.1971394754
28519,1223,2,3,Suburb,1957,89354.82860338103,223234.18985728978
28520,2293,4,1,Suburb,1975,187655.9720555054,223234.18985728978
28521,2848,5,1,Rural,1982,278448.51940801303,224096.1260397619
28522,2884,5,2,Urban,1981,357286.4920372694,227166.1971394754
28523,2157,5,3,Rural,1971,193007.96437084867,224096.1260397619
28524,1113,4,2,Urban,1951,41103.87097166479,227166.1971394754
28525,2464,4,2,Rural,1983,249860.63439769292,224096.1260397619
28526,1643,4,1,Suburb,2001,160576.197361378,223234.18985728978
28527,1650,3,1,Urban,1962,202990.77669056237,227166.1971394754
28528,2388,4,3,Urban,2005,303712.2021388137,227166.1971394754
28529,2255,2,2,Urban,1953,257324.1319170033,227166.1971394754
28530,1457,3,3,Urban,1975,223732.16377198105,227166.1971394754
28531,1374,2,2,Suburb,2005,175541.1215344959,223234.18985728978
28532,2627,5,3,Suburb,1957,303270.9839597433,223234.18985728978
28533,2802,3,3,Suburb,1989,238083.80780845624,223234.18985728978
28534,1610,3,3,Rural,1952,152874.25596484094,224096.1260397619
28535,1206,3,3,Suburb,1969,73481.41851911832,223234.18985728978
28536,2543,2,2,Urban,1999,214461.89765776516,227166.1971394754
28537,2491,2,3,Suburb,1966,286062.02154132194,223234.18985728978
28538,2905,5,2,Suburb,2012,282112.2345923645,223234.18985728978
28539,2466,4,3,Rural,1966,332638.7532119057,224096.1260397619
28540,1916,2,1,Urban,2020,316983.84013570927,227166.1971394754
28541,1320,5,2,Rural,1965,99495.74110201965,224096.1260397619
28542,1092,4,2,Suburb,1965,209201.4246515416,223234.18985728978
28543,2431,3,2,Rural,1982,277274.79517806496,224096.1260397619
28544,2181,4,3,Rural,2018,252899.3519130104,224096.1260397619
28545,1871,2,2,Urban,1955,139759.6399100306,227166.1971394754
28546,1098,5,3,Urban,1977,50140.62902957553,227166.1971394754
28547,1224,3,3,Urban,2000,137779.2887580056,227166.1971394754
28548,1851,3,1,Urban,1965,263712.3098566509,227166.1971394754
28549,1440,4,1,Rural,1984,156795.41548247827,224096.1260397619
28550,1719,4,1,Suburb,1977,138486.3709896807,223234.18985728978
28551,1584,2,3,Rural,2016,175613.44600665898,224096.1260397619
28552,2424,3,2,Urban,1993,318674.4982128735,227166.1971394754
28553,2594,4,2,Urban,2020,304797.3195093328,227166.1971394754
28554,2822,3,1,Urban,1956,297770.67759718903,227166.1971394754
28555,1063,5,2,Urban,2005,169875.51222716353,227166.1971394754
28556,1767,5,1,Rural,1993,200641.67282520627,224096.1260397619
28557,1559,2,1,Rural,1999,244999.3482420912,224096.1260397619
28558,2302,3,2,Suburb,1998,261231.8960488441,223234.18985728978
28559,2733,4,2,Urban,1954,265749.84575413016,227166.1971394754
28560,1669,5,3,Rural,1966,249219.4695284093,224096.1260397619
28561,2846,5,2,Suburb,1964,193745.754695002,223234.18985728978
28562,2542,2,2,Suburb,1962,288122.52993155475,223234.18985728978
28563,2271,5,1,Suburb,1950,230027.099323102,223234.18985728978
28564,1367,2,3,Suburb,1964,116310.14302561597,223234.18985728978
28565,1743,3,2,Urban,1992,159500.14212431188,227166.1971394754
28566,1617,4,3,Suburb,1967,150133.1112867595,223234.18985728978
28567,2005,3,3,Urban,1966,199265.81770126364,227166.1971394754
28568,2994,3,1,Suburb,2011,275429.2252653163,223234.18985728978
28569,2121,3,1,Suburb,1986,217648.12491887677,223234.18985728978
28570,2291,4,2,Rural,1963,256408.6072502893,224096.1260397619
28571,2083,3,1,Urban,2008,170662.4356576401,227166.1971394754
28572,1499,3,3,Urban,1985,125326.1467618639,227166.1971394754
28573,2331,2,1,Suburb,1990,231178.8418288152,223234.18985728978
28574,2516,2,1,Urban,1957,291927.22535057773,227166.1971394754
28575,2006,2,3,Rural,2021,152588.64987037535,224096.1260397619
28576,1410,4,3,Suburb,2019,113659.33849519525,223234.18985728978
28577,2017,5,1,Rural,1986,244068.4997740602,224096.1260397619
28578,2163,5,1,Suburb,2008,230107.8027678168,223234.18985728978
28579,2932,3,1,Urban,2012,270900.0031407393,227166.1971394754
28580,2351,5,3,Suburb,1968,227856.7212039656,223234.18985728978
28581,1463,3,3,Suburb,2014,130337.19166860642,223234.18985728978
28582,1701,2,1,Urban,2007,132798.22523459938,227166.1971394754
28583,2660,3,2,Rural,1982,342321.61329969246,224096.1260397619
28584,2948,4,3,Urban,1962,289981.0299029645,227166.1971394754
28585,1162,5,1,Suburb,2003,115099.79769620294,223234.18985728978
28586,1059,3,3,Suburb,1994,173067.70715900592,223234.18985728978
28587,2948,2,1,Suburb,1973,266388.7581323688,223234.18985728978
28588,2054,4,1,Rural,2000,305025.0489964384,224096.1260397619
28589,1332,3,1,Urban,1984,143409.05897101105,227166.1971394754
28590,1075,3,2,Urban,2004,194000.51258387268,227166.1971394754
28591,2778,3,2,Urban,1964,295834.42655521026,227166.1971394754
28592,1316,4,3,Urban,2015,214497.77728257503,227166.1971394754
28593,2793,3,3,Urban,2006,380637.3767100014,227166.1971394754
28594,2440,2,2,Urban,2016,280914.49947411986,227166.1971394754
28595,2991,2,1,Urban,1969,290099.5951401988,227166.1971394754
28596,1189,2,2,Urban,1982,101065.58909071368,227166.1971394754
