,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,Rural,Suburb,Urban
30598,1564,4,3,Rural,1974,251259.29882123895,1,0,0
30599,1971,3,3,Rural,1968,188001.30638383343,1,0,0
30600,2304,5,3,Urban,2009,401419.717208996,0,0,1
30601,2890,5,1,Rural,1959,300976.87292992737,1,0,0
30602,2856,2,3,Suburb,1997,360842.8184289865,0,1,0
30603,1132,2,1,Urban,1994,41024.23272960089,0,0,1
30604,1448,3,1,Rural,1956,102043.86413336344,1,0,0
30605,1263,3,1,Rural,1967,183081.71321534485,1,0,0
30606,2830,3,1,Urban,2008,304053.90011557186,0,0,1
30607,1110,2,1,Rural,1999,165140.03170551546,1,0,0
30608,2578,5,1,Suburb,1967,358313.1379636017,0,1,0
30609,1849,5,3,Rural,1957,171270.06607274938,1,0,0
30610,2261,4,3,Urban,1986,260663.78474139885,0,0,1
30611,2914,2,3,Rural,2002,345395.17522860825,1,0,0
30612,2480,3,1,Rural,1984,326459.4993869709,1,0,0
30613,1900,5,1,Rural,1965,155607.684470019,1,0,0
30614,1758,4,1,Urban,1998,125345.74505391523,0,0,1
30615,2539,5,1,Rural,2011,291210.6456901994,1,0,0
30616,2899,4,2,Rural,1952,391874.2244412007,1,0,0
30617,1860,3,2,Suburb,1980,216108.371751582,0,1,0
30618,1896,3,3,Suburb,1972,165299.20873391736,0,1,0
30619,1861,5,3,Urban,1997,189571.48216527785,0,0,1
30620,2847,2,1,Suburb,1971,281645.3729242724,0,1,0
30621,2196,5,1,Urban,1987,158897.28213524766,0,0,1
30622,1192,2,3,Urban,1978,139401.85876046377,0,0,1
30623,1514,5,3,Rural,2018,146543.50012024085,1,0,0
30624,1789,2,3,Suburb,1969,196739.57157796336,0,1,0
30625,1967,3,1,Suburb,2009,301960.53667702107,0,1,0
30626,2591,4,3,Suburb,1967,347705.4955039859,0,1,0
30627,2809,2,1,Suburb,2021,326360.059610393,0,1,0
30628,2432,3,2,Suburb,1982,241367.5173922987,0,1,0
30629,2711,4,1,Rural,2011,336368.948810732,1,0,0
30630,2651,3,3,Suburb,1971,221288.76260035575,0,1,0
30631,1083,3,2,Rural,1969,83815.25392488642,1,0,0
30632,2694,3,3,Rural,2007,276754.5021191365,1,0,0
30633,1797,2,2,Suburb,1985,247333.4574957241,0,1,0
30634,1079,3,1,Urban,1958,89595.50281714746,0,0,1
30635,2601,3,3,Urban,1970,294025.9835383412,0,0,1
30636,2232,3,3,Suburb,1977,184789.1673804008,0,1,0
30637,1521,2,3,Urban,1964,211164.6621177392,0,0,1
30638,2222,5,2,Urban,1993,283000.10166229634,0,0,1
30639,2594,3,1,Rural,1980,343161.6440552588,1,0,0
30640,1233,5,3,Suburb,1982,153111.60285553793,0,1,0
30641,2842,3,2,Suburb,1977,351860.16357094626,0,1,0
30642,1243,2,2,Rural,1972,60072.30794650012,1,0,0
30643,2914,5,3,Suburb,2005,274684.58239249384,0,1,0
30644,2416,3,1,Rural,1989,232935.46943985592,1,0,0
30645,2589,5,2,Urban,1971,240926.0824775256,0,0,1
30646,2469,4,2,Urban,2007,274503.3693820653,0,0,1
30647,1848,5,3,Rural,2013,283884.8531037725,1,0,0
30648,1392,3,3,Suburb,1972,154709.78288296034,0,1,0
30649,1008,5,3,Suburb,1950,113430.70068320728,0,1,0
30650,1612,3,3,Urban,1978,257161.51742750368,0,0,1
30651,2943,5,2,Suburb,1996,258483.100889733,0,1,0
30652,1806,5,2,Rural,1993,200604.3976862768,1,0,0
30653,1714,2,2,Suburb,2003,149639.9975706782,0,1,0
30654,2927,2,2,Rural,1981,313601.7044262854,1,0,0
30655,2176,5,2,Urban,2008,226952.41550411817,0,0,1
30656,1109,2,3,Suburb,1979,56583.917609429074,0,1,0
30657,1833,2,2,Urban,2020,190056.44851708887,0,0,1
30658,1265,4,1,Urban,1978,131253.5215190401,0,0,1
30659,2396,3,3,Suburb,1993,247112.27848049224,0,1,0
30660,2175,3,3,Urban,1987,173527.9638522286,0,0,1
30661,1975,4,3,Urban,1982,241208.53071433387,0,0,1
30662,2618,5,1,Rural,1989,313006.0810303588,1,0,0
30663,1954,2,2,Urban,1962,211758.1993603989,0,0,1
30664,2438,3,2,Suburb,1951,245613.6723107902,0,1,0
30665,1906,4,3,Suburb,1992,177042.88469770743,0,1,0
30666,2669,3,1,Urban,2014,260967.4811607499,0,0,1
30667,2349,5,3,Rural,1983,336965.75271525705,1,0,0
30668,1671,4,2,Urban,2007,170862.11247636963,0,0,1
30669,2574,5,3,Urban,1969,296775.99646281544,0,0,1
30670,1175,5,1,Urban,1950,152769.33930135827,0,0,1
30671,1524,4,2,Rural,1990,131521.37966927188,1,0,0
30672,2338,3,3,Rural,1975,231403.4900367984,1,0,0
30673,2090,2,1,Rural,2011,234658.2257375368,1,0,0
30674,1951,2,1,Suburb,1989,174565.62241914263,0,1,0
30675,2783,4,1,Urban,1967,260566.5099537233,0,0,1
30676,2576,2,1,Rural,1978,180222.71996340452,1,0,0
30677,2207,5,2,Suburb,1991,284441.2741312149,0,1,0
30678,2058,3,1,Urban,1975,190546.41175189184,0,0,1
30679,2957,4,3,Urban,1962,277001.5904529213,0,0,1
30680,1504,5,1,Rural,2008,174437.31960412255,1,0,0
30681,1848,5,2,Rural,1998,231519.0455078768,1,0,0
30682,1962,3,2,Rural,1982,188932.29983320547,1,0,0
30683,2825,3,3,Rural,1956,389876.4269795418,1,0,0
30684,2099,2,3,Rural,1975,293423.89411084785,1,0,0
30685,1471,3,3,Suburb,1999,160554.0951280958,0,1,0
30686,2605,4,3,Suburb,1968,303950.7808823286,0,1,0
30687,2769,4,1,Urban,2015,216749.8955462613,0,0,1
30688,1522,3,1,Rural,1997,197906.81175018,1,0,0
30689,1879,3,1,Urban,1971,217457.87400692157,0,0,1
30690,2306,5,3,Rural,1973,162926.89664481857,1,0,0
30691,2839,4,3,Suburb,1982,291060.11751690606,0,1,0
30692,2559,2,3,Urban,2015,197634.23713880964,0,0,1
30693,1273,5,1,Suburb,2020,195193.8611036132,0,1,0
30694,2562,5,1,Urban,1979,218551.642705916,0,0,1
30695,1053,2,3,Rural,1985,40212.53248644109,1,0,0
30696,2078,2,3,Urban,1956,175722.65037679242,0,0,1
30697,1887,3,1,Urban,1973,197390.8107007956,0,0,1
30698,1744,3,3,Urban,1992,190326.4117369628,0,0,1
30699,1276,5,1,Urban,1992,112365.62978691976,0,0,1
30700,2466,4,1,Suburb,2010,265207.98182842747,0,1,0
30701,1882,4,3,Suburb,1953,176710.6079864644,0,1,0
30702,2441,5,3,Rural,2005,283871.07903505454,1,0,0
30703,1631,4,3,Urban,1952,225040.9457579266,0,0,1
30704,2248,4,2,Suburb,1966,250500.41218818503,0,1,0
30705,1569,2,2,Rural,1958,158231.61340782852,1,0,0
30706,2278,3,3,Suburb,2005,247611.14119656984,0,1,0
30707,1175,3,2,Suburb,2004,89213.50811767355,0,1,0
30708,1565,5,1,Suburb,1970,222787.77722218432,0,1,0
30709,2169,2,1,Rural,1988,222997.8646947844,1,0,0
30710,1770,4,1,Urban,1986,266880.16331126227,0,0,1
30711,2687,5,1,Suburb,1991,388903.4941413578,0,1,0
30712,2408,5,1,Urban,2008,192427.37349891695,0,0,1
30713,1261,4,1,Urban,1971,178132.31551861245,0,0,1
30714,1530,3,1,Suburb,2019,150716.06977176448,0,1,0
30715,2877,4,1,Urban,1989,319645.53769638616,0,0,1
30716,2394,5,2,Urban,1958,264884.749813862,0,0,1
30717,2706,3,2,Urban,1993,228377.8440900308,0,0,1
30718,1890,5,3,Rural,1976,250369.47044076963,1,0,0
30719,2927,2,1,Rural,2006,268829.5843396774,1,0,0
30720,2220,3,1,Suburb,2005,309601.7180457532,0,1,0
30721,1947,5,1,Suburb,1999,205684.60974303872,0,1,0
30722,1584,5,2,Suburb,1990,195480.9936077711,0,1,0
30723,1814,2,3,Suburb,2006,223765.89513629532,0,1,0
30724,2620,4,2,Suburb,1961,308458.98059814534,0,1,0
30725,2307,3,1,Rural,1974,274869.7412897692,1,0,0
30726,1301,5,2,Suburb,2007,190418.74829732403,0,1,0
30727,2155,5,2,Suburb,1989,233632.5369752715,0,1,0
30728,2143,5,2,Suburb,1983,222073.27924140295,0,1,0
30729,2751,5,2,Rural,1975,336905.9810534899,1,0,0
30730,2159,4,1,Urban,1983,241789.1642645553,0,0,1
30731,1627,4,1,Suburb,1960,145464.59298241287,0,1,0
30732,1572,4,2,Rural,1985,181359.3332081869,1,0,0
30733,1528,3,1,Urban,2015,101003.44081036722,0,0,1
30734,1033,4,2,Rural,1998,117211.69564241072,1,0,0
30735,1531,3,3,Urban,1982,165986.54137100902,0,0,1
30736,2231,4,3,Rural,1985,247240.4431174536,1,0,0
30737,2993,5,1,Suburb,1995,325306.55881989753,0,1,0
30738,2697,2,1,Urban,2013,316821.14527166734,0,0,1
30739,2322,3,1,Rural,1997,312334.84012724384,1,0,0
30740,2545,2,2,Urban,1997,244522.7382630916,0,0,1
30741,2117,2,3,Suburb,1971,197917.9387410425,0,1,0
30742,2437,5,3,Suburb,1960,279476.31205483864,0,1,0
30743,1370,5,1,Rural,1950,113110.58792579538,1,0,0
30744,1408,3,3,Suburb,1969,251797.8895080755,0,1,0
30745,2406,3,1,Rural,1956,257503.38738667572,1,0,0
30746,2464,3,1,Suburb,2002,217988.50988218,0,1,0
30747,2901,4,3,Rural,1969,282435.178614413,1,0,0
30748,2470,4,3,Suburb,1968,235231.71507692704,0,1,0
30749,2642,2,2,Urban,2016,324205.74794379924,0,0,1
30750,1616,3,1,Urban,1954,189681.58842731005,0,0,1
30751,1070,2,2,Suburb,1955,220501.1158757889,0,1,0
30752,2966,4,2,Urban,2003,152748.9909796423,0,0,1
30753,1083,2,3,Urban,1970,187000.99246533497,0,0,1
30754,1208,2,3,Rural,1998,17546.404861164352,1,0,0
30755,1258,3,3,Suburb,1957,99434.2626089232,0,1,0
30756,2262,3,2,Suburb,2000,238163.28936941968,0,1,0
30757,2325,2,3,Rural,1991,209239.7117290628,1,0,0
30758,2255,4,3,Urban,2005,216704.23779762496,0,0,1
30759,1931,2,1,Urban,2018,241518.5031884435,0,0,1
30760,1281,4,3,Rural,1991,215656.8045254051,1,0,0
30761,1393,2,1,Rural,1978,192701.44788295103,1,0,0
30762,1417,2,2,Urban,1997,172262.0659872041,0,0,1
30763,2229,3,1,Suburb,1986,244147.8172053856,0,1,0
30764,2287,2,3,Rural,1993,157200.24961745867,1,0,0
30765,2334,4,1,Suburb,1952,227359.9879219863,0,1,0
30766,1858,2,3,Urban,1976,154801.14424957603,0,0,1
30767,2929,2,2,Urban,1971,365776.439152561,0,0,1
30768,2720,4,1,Rural,2019,350533.8080258267,1,0,0
30769,1625,2,3,Urban,1968,132566.65897544537,0,0,1
30770,2102,2,3,Suburb,2017,146300.88196879206,0,1,0
30771,2892,2,1,Rural,1997,396025.2378565462,1,0,0
30772,2365,2,1,Rural,1967,362290.61010068905,1,0,0
30773,2836,4,2,Urban,1977,253697.2554997663,0,0,1
30774,1561,5,3,Suburb,1991,119804.43113069044,0,1,0
30775,1831,4,3,Urban,1961,186579.5426374949,0,0,1
30776,2118,4,1,Suburb,2015,259310.21432127024,0,1,0
30777,2793,5,1,Suburb,1969,345689.0365994533,0,1,0
30778,1940,4,2,Rural,1988,164358.43534586765,1,0,0
30779,2374,2,1,Urban,2013,334186.1984375575,0,0,1
30780,1061,4,1,Urban,2001,94113.880404196,0,0,1
30781,2165,2,2,Rural,2010,230455.96191345016,1,0,0
30782,2865,3,1,Urban,1983,289696.24107225786,0,0,1
30783,1733,2,3,Suburb,1951,165320.39729567547,0,1,0
30784,2891,2,3,Suburb,1983,398939.73578974255,0,1,0
30785,2134,4,2,Urban,1968,129794.85892601874,0,0,1
30786,2639,4,2,Rural,2009,292489.8524257559,1,0,0
30787,2550,4,2,Suburb,1981,347830.3693487438,0,1,0
30788,1781,3,1,Urban,1999,98202.39245129454,0,0,1
30789,2694,5,1,Urban,1978,284712.6723066102,0,0,1
30790,2180,2,3,Suburb,1985,266437.1530415174,0,1,0
30791,1538,5,2,Suburb,1951,237285.92069821004,0,1,0
30792,1596,5,2,Urban,1993,198944.08986653748,0,0,1
30793,1008,3,2,Suburb,1987,55807.67170184001,0,1,0
30794,1275,2,3,Rural,1988,171168.06252536183,1,0,0
30795,1226,2,2,Suburb,2014,97894.4931274011,0,1,0
30796,1185,3,3,Rural,1973,155328.6597593223,1,0,0
30797,1590,3,2,Rural,1958,82951.51532096596,1,0,0
30798,2239,2,3,Suburb,1971,231606.971925798,0,1,0
30799,1432,3,3,Rural,1961,164756.1967602979,1,0,0
30800,1568,4,1,Urban,1955,160581.16961810476,0,0,1
30801,1655,2,3,Urban,1968,202976.16892589332,0,0,1
30802,1355,5,2,Urban,1958,186972.8821306359,0,0,1
30803,1842,4,2,Urban,1979,300465.46000409283,0,0,1
30804,1391,5,3,Urban,2012,134708.27320893586,0,0,1
30805,1578,3,3,Suburb,2010,226922.74140617807,0,1,0
30806,2298,5,1,Urban,1985,258310.5478423244,0,0,1
30807,2517,4,3,Suburb,2000,311431.1056905723,0,1,0
30808,2640,3,1,Urban,1979,307983.35361556686,0,0,1
30809,2474,4,2,Urban,1983,272755.15026761324,0,0,1
30810,1419,3,1,Rural,1967,193373.60621343783,1,0,0
30811,2723,2,3,Rural,1952,245000.83249395527,1,0,0
30812,1163,5,2,Urban,2016,178015.72781829536,0,0,1
30813,1778,5,3,Rural,1974,138289.44204112107,1,0,0
30814,2586,2,3,Rural,1961,299797.1245686529,1,0,0
30815,1637,2,2,Suburb,1993,212962.89983411843,0,1,0
30816,2615,5,1,Urban,1970,200659.77242067351,0,0,1
30817,2206,2,1,Suburb,1991,172611.89374441374,0,1,0
30818,2333,3,1,Rural,1973,211909.94797885235,1,0,0
30819,1016,5,1,Rural,1962,179076.4684222212,1,0,0
30820,1445,4,1,Suburb,1961,218366.5078195626,0,1,0
30821,1169,2,1,Suburb,1999,109976.43419251592,0,1,0
30822,2303,3,2,Rural,1969,265000.35986449267,1,0,0
30823,2936,5,3,Rural,1981,272882.7004670109,1,0,0
30824,2839,5,2,Urban,1980,305286.2659820939,0,0,1
30825,1339,3,3,Rural,1963,201489.8185642461,1,0,0
30826,1725,2,2,Suburb,1994,238345.86102068145,0,1,0
30827,2733,5,3,Suburb,1981,380648.2746251056,0,1,0
30828,2542,2,3,Suburb,1972,232711.9475885028,0,1,0
30829,2933,3,2,Suburb,2012,305626.30759051046,0,1,0
30830,2034,4,1,Rural,1989,174945.03154764444,1,0,0
30831,2547,3,3,Suburb,1968,284962.7339210821,0,1,0
30832,2645,2,2,Rural,1962,263399.27140289644,1,0,0
30833,1132,5,3,Rural,1957,155446.13908532544,1,0,0
30834,1900,2,1,Urban,1953,188818.70399247893,0,0,1
30835,1639,2,3,Urban,1980,313542.2262752872,0,0,1
30836,2171,4,1,Suburb,1951,261337.4684536529,0,1,0
30837,2589,5,3,Urban,1979,258411.80876896568,0,0,1
30838,1822,4,1,Urban,2011,190199.73486573668,0,0,1
30839,1953,4,3,Rural,1977,235468.728421824,1,0,0
30840,1078,3,1,Rural,1968,82018.04557911097,1,0,0
30841,1345,3,3,Urban,2002,142839.53795113767,0,0,1
30842,1608,5,2,Urban,1991,121789.69594191822,0,0,1
30843,2272,4,3,Urban,1979,231289.5280528939,0,0,1
30844,1638,4,1,Urban,1982,143979.53865887487,0,0,1
30845,2565,2,1,Urban,2016,173532.19941676006,0,0,1
30846,2047,2,3,Urban,1970,215653.6056838228,0,0,1
30847,2494,3,3,Suburb,1990,233268.95827080507,0,1,0
30848,2224,4,3,Urban,2012,148845.9975132527,0,0,1
30849,1130,5,1,Rural,2014,183931.6088837988,1,0,0
30850,2657,4,2,Rural,1964,335862.2031802976,1,0,0
30851,1355,3,2,Suburb,1952,118576.43926239468,0,1,0
30852,1943,5,2,Urban,2000,259273.12160943207,0,0,1
30853,2862,4,1,Suburb,2018,259535.49053619767,0,1,0
30854,1149,2,1,Suburb,1980,93267.50450702838,0,1,0
30855,2549,4,2,Urban,2010,266306.9432249232,0,0,1
30856,2327,3,2,Rural,1954,319302.0488677029,1,0,0
30857,2564,3,1,Suburb,2012,274779.9180359152,0,1,0
30858,1049,4,1,Suburb,1989,165437.2887728303,0,1,0
30859,1463,3,1,Suburb,1968,80383.33228980693,0,1,0
30860,2263,2,1,Suburb,2006,212209.09917240945,0,1,0
30861,2505,2,1,Suburb,1977,301602.4291959144,0,1,0
30862,2929,2,1,Rural,1961,298944.4198338017,1,0,0
30863,1454,4,2,Urban,1968,163084.13383034163,0,0,1
30864,2306,3,1,Rural,2016,227857.716480939,1,0,0
30865,1334,2,3,Rural,1953,195682.62795926403,1,0,0
30866,2375,5,1,Urban,2003,268385.68540086946,0,0,1
30867,1667,3,1,Suburb,1998,118555.65043340082,0,1,0
30868,2672,3,2,Urban,1995,254293.4961109761,0,0,1
30869,1326,5,2,Suburb,1952,276119.9375943609,0,1,0
30870,2015,3,1,Urban,1988,216977.4627377304,0,0,1
30871,1335,2,1,Rural,1991,44486.20144756576,1,0,0
30872,1665,3,3,Urban,1952,205878.03160570055,0,0,1
30873,1994,2,2,Rural,2000,252042.3334252204,1,0,0
30874,1080,2,2,Urban,1979,190792.9042257642,0,0,1
30875,1086,2,1,Urban,1975,109477.06342764488,0,0,1
30876,2799,4,1,Suburb,2014,406608.5138747722,0,1,0
30877,1257,3,3,Urban,1965,176761.29615003974,0,0,1
30878,1990,5,3,Suburb,1968,342359.6147670904,0,1,0
30879,1184,4,3,Rural,1954,142009.82984020383,1,0,0
30880,2715,4,3,Suburb,2004,358907.8782502628,0,1,0
30881,1697,4,3,Suburb,1971,299462.0704198623,0,1,0
30882,1122,4,1,Suburb,1975,126005.0797311165,0,1,0
30883,2912,2,1,Urban,2005,249657.50507524863,0,0,1
30884,2119,2,2,Urban,1970,155088.28428337397,0,0,1
30885,1604,5,2,Rural,1998,174770.19605197798,1,0,0
30886,1514,3,2,Rural,1958,122457.94744982028,1,0,0
30887,1903,5,1,Rural,1980,183292.2597085064,1,0,0
30888,2466,3,2,Rural,1994,246841.9385243705,1,0,0
30889,2537,2,2,Rural,2012,264884.77478508966,1,0,0
30890,2981,3,3,Rural,1952,308306.59999638336,1,0,0
30891,2394,3,3,Urban,1974,190670.6879602016,0,0,1
30892,1304,4,2,Urban,1987,79640.07878042794,0,0,1
30893,2380,5,3,Urban,1977,374155.9213782523,0,0,1
30894,2171,4,2,Urban,1980,298965.72395276604,0,0,1
30895,2308,4,3,Rural,1972,260184.2001478412,1,0,0
30896,1656,4,1,Suburb,2001,274657.6798224527,0,1,0
30897,2865,4,1,Urban,1968,305330.83980247786,0,0,1
30898,2896,2,1,Urban,2015,254927.236124943,0,0,1
30899,2941,5,2,Rural,2011,393848.0341980409,1,0,0
30900,1261,4,2,Rural,1958,204350.45678144367,1,0,0
30901,2597,5,2,Urban,2010,364599.17158373183,0,0,1
30902,1490,4,3,Rural,1970,136894.82357217246,1,0,0
30903,1737,2,2,Rural,1952,155729.4902938323,1,0,0
30904,2054,4,2,Rural,1972,225774.5789092271,1,0,0
30905,1701,3,1,Rural,1973,150503.06017137849,1,0,0
30906,1886,2,2,Rural,2002,176143.87510072291,1,0,0
30907,2291,5,3,Urban,1966,266200.9873801818,0,0,1
30908,1011,3,1,Rural,2015,78596.6492281619,1,0,0
30909,2214,3,1,Suburb,1983,229673.4612970208,0,1,0
30910,2423,2,3,Suburb,2003,251184.2257614672,0,1,0
30911,2560,5,2,Rural,1997,266812.4587557372,1,0,0
30912,2941,2,1,Suburb,1980,427219.2398297903,0,1,0
30913,1090,4,1,Suburb,1970,153786.7342057468,0,1,0
30914,1599,2,2,Rural,1960,201383.1325007329,1,0,0
30915,2867,2,3,Urban,1990,311233.5964712554,0,0,1
30916,2524,4,2,Urban,2018,265502.5453497221,0,0,1
30917,2809,4,3,Urban,1959,237022.16663685328,0,0,1
30918,1300,5,2,Rural,1987,87844.9600124005,1,0,0
30919,2134,2,1,Suburb,1972,226668.3136006004,0,1,0
30920,1079,4,2,Urban,1965,172882.67347541288,0,0,1
30921,1835,5,2,Suburb,1961,151764.91398777152,0,1,0
30922,1651,5,1,Rural,1999,179911.9705155854,1,0,0
30923,1432,4,1,Urban,1965,221691.71691975437,0,0,1
30924,1416,4,3,Urban,1970,185594.82056305683,0,0,1
30925,2237,5,3,Suburb,1950,260111.736639156,0,1,0
30926,2470,3,2,Suburb,1987,250330.39890911905,0,1,0
30927,1017,4,2,Urban,2013,142303.47870563454,0,0,1
30928,2077,3,1,Urban,1993,204403.6168587496,0,0,1
30929,2903,5,1,Suburb,2001,288554.1947837133,0,1,0
30930,2632,2,2,Suburb,1985,325466.5660203698,0,1,0
30931,2818,3,2,Rural,1982,326434.4817828538,1,0,0
30932,1745,3,2,Urban,1969,330503.1779566101,0,0,1
30933,1239,3,3,Suburb,1982,186147.80055306864,0,1,0
30934,1845,3,2,Suburb,1977,228394.17328384143,0,1,0
30935,2944,3,1,Suburb,1979,250764.6940960578,0,1,0
30936,1417,3,2,Urban,1969,88405.85232167244,0,0,1
30937,1855,2,1,Suburb,1955,298684.51433666295,0,1,0
30938,2509,2,1,Urban,2010,273728.531176601,0,0,1
30939,2467,2,3,Rural,1960,244093.6310300311,1,0,0
30940,2589,3,1,Urban,1972,174077.43424873136,0,0,1
30941,1598,5,3,Suburb,2018,333850.14448939427,0,1,0
30942,2796,4,2,Rural,1968,309611.4702446121,1,0,0
30943,2771,3,1,Suburb,1984,319260.4442080461,0,1,0
30944,2146,2,2,Urban,2020,242480.18042035136,0,0,1
30945,1419,5,2,Rural,1983,195703.23075414507,1,0,0
30946,2589,5,1,Rural,1970,299521.90102421946,1,0,0
30947,1215,3,2,Urban,2014,76557.988119674,0,0,1
30948,2443,2,1,Rural,1982,299681.0708545284,1,0,0
30949,1708,4,1,Urban,1988,238206.78049194324,0,0,1
30950,1550,4,2,Rural,1951,245318.80601761315,1,0,0
30951,1965,2,1,Suburb,1993,186701.71504213125,0,1,0
30952,2900,2,3,Rural,1965,325672.5507676165,1,0,0
30953,2251,5,3,Urban,2008,284171.75677566265,0,0,1
30954,2260,3,2,Rural,1950,395460.79666937375,1,0,0
30955,2667,3,1,Urban,1988,449584.85725616734,0,0,1
30956,2353,3,2,Urban,2003,275259.38214131934,0,0,1
30957,1832,4,2,Suburb,1982,159168.1215680286,0,1,0
30958,2492,4,1,Urban,1990,243957.0484409601,0,0,1
30959,1679,4,2,Urban,1983,184603.6887216377,0,0,1
30960,1486,3,1,Urban,1971,228623.4391445412,0,0,1
30961,2572,2,1,Urban,1966,340171.5980083825,0,0,1
30962,2602,2,2,Suburb,2000,326055.3282694741,0,1,0
30963,1622,3,3,Suburb,1960,225270.70817928168,0,1,0
30964,2438,3,3,Rural,1974,321278.3489230872,1,0,0
30965,1218,2,3,Rural,1986,68337.35812757372,1,0,0
30966,1720,2,1,Suburb,1987,123309.92078840124,0,1,0
30967,1380,4,2,Suburb,2008,103754.47639823456,0,1,0
30968,1086,5,1,Rural,2020,145844.56904868662,1,0,0
30969,2484,5,2,Urban,1994,299814.2071704239,0,0,1
30970,1814,3,1,Suburb,2013,121923.2813581216,0,1,0
30971,1410,5,2,Rural,1957,176930.83299155696,1,0,0
30972,1690,5,3,Rural,2000,230193.9211311296,1,0,0
30973,2939,5,3,Rural,1963,315310.393655883,1,0,0
30974,2012,4,3,Suburb,2012,321015.0839061056,0,1,0
30975,1524,4,3,Rural,1984,288138.4935758304,1,0,0
30976,1446,2,2,Suburb,1955,119667.91083239776,0,1,0
30977,1299,3,2,Suburb,2009,135588.96487045437,0,1,0
30978,1407,5,3,Rural,1997,209896.07992745383,1,0,0
30979,2660,2,2,Urban,2001,284552.62853946665,0,0,1
30980,1374,4,1,Urban,1960,103974.86147438496,0,0,1
30981,1232,5,2,Suburb,1994,222212.43640402085,0,1,0
30982,2786,3,2,Urban,1952,307688.77894596744,0,0,1
30983,2922,5,1,Urban,2002,326902.6552922623,0,0,1
30984,1637,4,3,Rural,1995,142481.71646397284,1,0,0
30985,2770,5,1,Urban,1954,251814.95340051167,0,0,1
30986,1649,5,3,Rural,2001,216072.13329974216,1,0,0
30987,1960,5,1,Urban,1997,330936.453807728,0,0,1
30988,2072,5,3,Suburb,1999,177116.57518495197,0,1,0
30989,2915,4,1,Urban,1957,294089.23575018335,0,0,1
30990,1185,2,2,Rural,2000,83073.65758510663,1,0,0
30991,2228,5,1,Rural,1995,202877.8585056267,1,0,0
30992,1077,3,1,Urban,1963,215046.1917204874,0,0,1
30993,2504,5,3,Suburb,1995,295699.9217864179,0,1,0
30994,2409,3,3,Suburb,1967,298248.43071030616,0,1,0
30995,1193,3,2,Suburb,2003,108495.72371241184,0,1,0
30996,2126,5,1,Suburb,1951,301438.2849202279,0,1,0
30997,2640,5,2,Suburb,2015,268141.3305798111,0,1,0
30998,2399,3,3,Urban,1972,173737.50066926767,0,0,1
30999,1286,4,1,Suburb,1950,128436.22018974034,0,1,0
31000,2859,2,2,Urban,1982,370925.4493070389,0,0,1
31001,2505,3,2,Suburb,2015,211488.97030424816,0,1,0
31002,2746,4,3,Rural,1964,338535.9003520291,1,0,0
31003,1249,2,1,Rural,1985,149178.9601820134,1,0,0
31004,2828,2,3,Rural,1998,366488.8167569673,1,0,0
31005,2224,2,3,Suburb,1999,272535.3758044912,0,1,0
31006,1535,5,1,Urban,1989,239069.5832629245,0,0,1
31007,2484,5,1,Rural,2021,356542.5177187583,1,0,0
31008,1299,3,3,Urban,1976,126980.9205017752,0,0,1
31009,2501,5,3,Urban,2013,331872.5324482374,0,0,1
31010,2106,4,1,Rural,1963,232633.6330676124,1,0,0
31011,1808,2,2,Suburb,1988,186805.81692645064,0,1,0
31012,1457,2,2,Rural,1989,256654.84260982068,1,0,0
31013,1690,2,1,Rural,1998,298473.5055261721,1,0,0
31014,2321,5,1,Urban,1962,264097.3009975031,0,0,1
31015,2387,5,1,Suburb,2010,253928.3828610595,0,1,0
31016,1717,5,2,Rural,1970,316328.38527228194,1,0,0
31017,1039,4,1,Urban,2007,125087.7581451347,0,0,1
31018,2839,5,3,Suburb,1994,267729.9688431059,0,1,0
31019,2648,5,1,Rural,1996,335561.19250463054,1,0,0
31020,2363,5,1,Suburb,1954,220818.78364843945,0,1,0
31021,2539,4,3,Urban,1950,201912.66904003127,0,0,1
31022,1107,5,1,Suburb,2003,34178.22643137211,0,1,0
31023,2339,3,3,Suburb,1989,194592.85585071743,0,1,0
31024,2137,5,2,Rural,1950,171603.20735659852,1,0,0
31025,2190,3,2,Urban,1980,196900.77767800813,0,0,1
31026,1260,4,1,Suburb,1981,185985.4053628244,0,1,0
31027,2641,3,2,Urban,1985,301284.15873929084,0,0,1
31028,2247,4,1,Suburb,1960,209794.79164175672,0,1,0
31029,2285,5,1,Urban,1980,290919.3803451307,0,0,1
31030,2274,5,3,Rural,1967,261014.40447414824,1,0,0
31031,1525,3,3,Suburb,1995,152478.1120100306,0,1,0
31032,1709,5,1,Urban,2002,217394.5917115656,0,0,1
31033,1125,3,2,Suburb,1973,144846.610254,0,1,0
31034,2229,4,1,Suburb,1952,222439.11397850275,0,1,0
31035,2163,5,2,Rural,1995,140177.4305376034,1,0,0
31036,2085,5,3,Rural,1969,199525.40223579385,1,0,0
31037,2306,5,2,Urban,1994,317947.3662984999,0,0,1
31038,1053,2,1,Suburb,2010,16747.86625382949,0,1,0
31039,1345,2,2,Rural,1968,162973.90386284125,1,0,0
31040,2547,3,2,Rural,2002,299580.80413616775,1,0,0
31041,1135,2,1,Urban,1981,108303.11424342835,0,0,1
31042,1329,5,3,Urban,1956,108914.68750310632,0,0,1
