,SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,Neighborhood_Rural,Neighborhood_Suburb,Neighborhood_Urban
31240,2188,3,3,1974,313110,1,0,0
31241,2139,2,3,1985,230331,0,1,0
31242,1149,2,2,1987,136732,0,1,0
31243,2541,3,2,1958,285622,0,1,0
31244,2055,4,2,1959,271520,0,0,1
31245,1656,2,1,1967,219646,0,1,0
31246,1805,2,2,1973,161251,1,0,0
31247,2936,4,2,1956,255691,0,1,0
31248,1292,5,3,1968,89545,0,1,0
31249,1918,2,2,1962,192290,1,0,0
31250,1688,4,1,2014,260181,0,0,1
31251,1956,3,3,2016,158230,1,0,0
31252,2200,5,3,1992,357213,0,1,0
31253,2084,2,2,1991,242740,0,1,0
31254,2612,4,3,1951,201369,0,0,1
31255,1415,5,3,1965,143227,0,1,0
31256,2406,4,2,1959,291175,1,0,0
31257,1597,3,2,2013,221151,0,1,0
31258,2726,2,1,1961,184268,0,1,0
31259,1006,4,1,2012,203271,1,0,0
31260,1917,2,2,2000,238127,0,0,1
31261,1084,4,3,1990,152024,0,1,0
31262,1773,2,1,2015,323592,1,0,0
31263,1956,2,1,2012,180388,0,1,0
31264,2421,5,2,1952,248703,0,0,1
31265,2935,4,3,2006,425984,1,0,0
31266,2794,4,1,1974,272969,0,1,0
31267,2416,2,2,2005,259378,0,0,1
31268,2070,2,2,1983,130807,1,0,0
31269,2364,5,3,1983,355359,0,1,0
31270,2521,3,2,1955,234647,0,0,1
31271,1605,4,2,1956,207158,0,0,1
31272,2501,2,2,1973,314872,0,0,1
31273,1425,5,1,1953,157785,0,0,1
31274,1425,2,3,1986,214906,0,1,0
31275,1735,4,2,1974,127672,1,0,0
31276,1790,5,2,1992,226413,1,0,0
31277,1514,5,3,1999,186216,0,1,0
31278,2152,2,1,2016,327973,0,0,1
31279,2858,2,3,1953,329141,0,0,1
31280,2272,3,1,1981,210574,0,1,0
31281,1740,3,2,2002,247097,0,1,0
31282,2862,4,3,2015,319900,0,0,1
31283,1130,4,1,1961,162696,1,0,0
31284,2763,5,3,1964,315020,0,1,0
31285,2712,4,2,2014,278069,0,0,1
31286,1322,3,1,2020,168557,0,1,0
31287,1822,3,2,2020,188433,0,1,0
31288,2923,3,3,1965,405163,0,0,1
31289,1542,2,2,1996,76526,0,1,0
31290,1065,3,3,1964,139855,0,1,0
31291,1717,3,3,1976,144606,0,0,1
31292,2124,4,2,1981,222065,1,0,0
31293,2855,3,1,2003,263812,0,1,0
31294,1030,3,3,2001,123134,0,1,0
31295,1884,2,3,2005,154898,0,1,0
31296,1190,3,1,2009,132441,0,1,0
31297,2601,4,1,1986,268050,0,1,0
31298,1414,2,1,1975,146270,1,0,0
31299,2838,5,2,1955,363559,0,0,1
31300,1746,3,1,2001,175405,0,0,1
31301,2813,3,3,1982,325921,1,0,0
31302,2737,3,3,2012,393972,0,0,1
31303,2523,5,2,1958,225933,1,0,0
31304,2885,2,2,2020,328920,1,0,0
31305,2760,2,3,2006,247206,0,0,1
31306,2618,3,3,1978,308477,0,1,0
31307,2069,5,3,1971,189679,0,0,1
31308,2112,4,2,1983,257666,0,0,1
31309,2721,5,3,1985,400679,1,0,0
31310,1374,3,3,2007,181907,0,0,1
31311,2724,5,2,2011,290923,1,0,0
31312,2269,2,3,2018,264337,0,0,1
31313,1557,2,3,1977,83346,1,0,0
31314,2280,2,1,1958,271531,1,0,0
31315,2375,4,3,1982,246947,0,0,1
31316,2944,5,1,2004,376315,1,0,0
31317,2596,3,2,1987,286498,0,1,0
31318,2128,3,2,2018,162431,0,0,1
31319,2360,2,1,1998,237944,0,0,1
31320,2549,3,3,1960,199513,0,0,1
31321,2324,4,1,2021,289641,1,0,0
31322,2100,5,2,1978,202374,0,1,0
31323,2534,4,3,1994,321143,0,1,0
31324,2253,5,3,1997,197359,0,1,0
31325,2702,5,2,1978,319044,0,0,1
31326,1577,5,1,1962,195338,1,0,0
31327,1031,3,1,1980,168191,0,1,0
31328,2631,3,2,1998,243928,0,0,1
31329,1057,3,3,2015,157241,0,0,1
31330,2127,3,2,2020,198436,0,1,0
31331,1311,3,3,2007,202798,0,0,1
31332,2669,3,1,2000,349551,0,1,0
31333,2752,2,1,2008,258389,1,0,0
31334,2090,2,1,2009,189986,0,0,1
31335,1689,2,1,1971,115941,0,0,1
31336,2397,4,2,1999,161405,1,0,0
31337,2782,4,1,2014,341588,1,0,0
31338,2829,4,2,1995,365362,1,0,0
31339,1234,5,2,1980,145912,0,1,0
31340,1642,5,2,1981,150385,1,0,0
31341,2135,4,3,1967,218398,0,1,0
31342,2412,2,1,1973,264662,0,0,1
31343,2431,3,3,2005,306685,0,1,0
31344,2077,3,3,1988,176655,1,0,0
31345,1801,3,2,1951,203946,1,0,0
31346,1238,5,1,1999,150729,1,0,0
31347,2775,4,2,1972,264017,0,0,1
31348,2318,2,1,2015,286703,0,0,1
31349,1111,3,3,2017,180532,1,0,0
31350,2111,4,3,1991,231262,1,0,0
31351,2763,4,2,2007,305410,0,1,0
31352,1475,5,1,1957,126483,0,0,1
31353,1303,5,2,2005,187702,0,0,1
31354,2328,5,2,1958,361224,1,0,0
31355,1289,5,3,1996,215928,0,1,0
31356,1207,4,2,2020,131481,1,0,0
31357,1867,5,2,2007,138479,0,0,1
31358,2926,3,1,1993,326124,1,0,0
31359,2809,2,1,1985,290277,0,0,1
31360,1581,5,1,1992,167123,0,0,1
31361,1369,3,2,1973,183411,0,1,0
31362,1219,2,1,1956,136637,0,1,0
31363,2254,5,2,1999,216990,0,1,0
31364,1801,5,1,2019,235590,1,0,0
31365,1818,2,1,1995,183142,0,1,0
31366,2896,3,1,1950,266140,1,0,0
31367,1348,3,2,1976,115602,0,0,1
31368,1254,4,3,1995,121119,1,0,0
31369,1451,4,3,1988,159771,0,1,0
31370,1141,5,2,2010,59437,0,1,0
31371,2092,3,2,1966,239356,1,0,0
31372,1088,3,3,1954,216255,0,1,0
31373,1870,5,2,1968,143916,0,1,0
31374,2159,2,1,1999,145370,0,0,1
31375,2678,2,3,2019,325056,0,1,0
31376,2874,4,2,1955,335518,0,1,0
31377,2722,5,2,1986,260245,0,1,0
31378,1522,2,3,2013,82469,1,0,0
31379,1659,5,2,1983,284157,1,0,0
31380,1950,3,3,2018,245505,0,1,0
31381,2827,2,2,1969,277248,0,1,0
31382,2873,2,2,1971,278753,0,0,1
31383,1909,2,3,1955,182940,0,0,1
31384,1441,3,3,1957,192381,0,1,0
31385,1037,4,1,1978,59847,0,1,0
31386,2880,5,2,2003,306160,0,1,0
31387,2231,2,2,1972,290230,0,0,1
31388,1209,3,3,2014,114489,1,0,0
31389,1512,2,1,1969,177437,1,0,0
31390,2383,5,3,1960,284005,0,0,1
31391,2600,5,2,1963,433312,0,0,1
31392,2024,2,3,2006,212312,1,0,0
31393,2778,3,2,1988,373717,1,0,0
31394,1980,2,2,1978,236935,0,0,1
31395,1380,3,3,1961,172933,0,1,0
31396,1827,4,2,1973,188755,0,0,1
31397,2560,2,2,2021,293064,0,1,0
31398,1858,3,1,1999,258218,1,0,0
31399,1393,2,1,1984,206796,1,0,0
31400,2073,5,2,1982,238697,1,0,0
31401,1395,5,2,1985,189419,0,1,0
31402,2883,2,2,2008,392953,0,1,0
31403,2776,2,1,1990,272386,0,0,1
31404,1031,3,2,2015,141108,0,1,0
31405,1544,3,1,1960,236482,1,0,0
31406,1711,5,1,1996,234974,1,0,0
31407,2257,3,2,1989,264186,0,1,0
31408,2049,5,1,2004,211446,1,0,0
31409,2577,4,2,1959,303119,0,0,1
31410,2457,2,3,1959,271717,0,0,1
31411,2084,3,3,1990,289503,0,0,1
31412,1552,5,3,1980,206382,0,1,0
31413,2464,5,3,1957,288689,0,1,0
31414,2153,2,2,1995,262962,1,0,0
31415,2890,2,3,2018,341409,1,0,0
31416,2377,2,2,1971,284745,0,0,1
31417,1197,3,2,1984,147773,1,0,0
31418,1798,4,2,1955,148136,1,0,0
31419,2686,4,2,1967,233830,0,0,1
31420,2739,4,2,1985,269810,0,0,1
31421,1693,4,1,1982,306375,0,0,1
31422,2394,5,3,2018,213174,1,0,0
31423,2947,3,1,2017,369503,0,1,0
31424,2742,4,1,1961,304112,1,0,0
31425,1146,4,3,1955,212847,0,0,1
31426,2739,3,2,2011,338888,0,1,0
31427,1497,3,2,2011,213507,0,0,1
31428,1047,2,3,1965,151731,0,1,0
31429,1769,2,3,2013,85362,0,0,1
31430,1650,4,3,1956,261152,0,0,1
31431,2195,5,1,2004,233932,0,0,1
31432,1612,2,1,1969,269832,0,1,0
31433,1698,3,3,1966,230753,0,1,0
31434,2919,2,3,1971,209343,0,1,0
31435,2338,2,3,2007,222478,1,0,0
31436,1375,3,3,2011,76534,1,0,0
31437,1805,4,1,1951,140975,0,0,1
31438,1920,2,3,1972,237362,0,0,1
31439,1874,2,3,1962,275309,0,0,1
31440,2556,4,3,2015,324136,1,0,0
31441,1809,2,3,1992,148608,1,0,0
31442,2443,5,2,2014,340187,1,0,0
31443,1904,4,2,2008,260298,1,0,0
31444,2419,5,3,1955,388605,0,1,0
31445,2545,3,1,2019,291197,0,1,0
31446,2210,5,2,1986,196604,0,0,1
31447,2005,3,1,2012,238350,1,0,0
31448,2668,4,2,1959,291105,1,0,0
31449,1032,3,2,2021,269485,0,0,1
31450,1068,3,3,1992,134359,0,0,1
31451,1591,3,3,1950,146420,0,1,0
31452,2214,3,3,2009,270693,0,1,0
31453,1100,5,1,1954,74386,0,0,1
31454,2508,3,1,1968,298590,0,0,1
31455,2308,3,1,2017,226907,0,1,0
31456,1913,2,3,2013,229491,0,0,1
31457,1732,2,2,1977,108027,0,0,1
31458,1389,2,2,1986,176175,0,1,0
31459,2588,3,2,1958,312524,0,1,0
31460,1159,2,3,1976,159177,0,1,0
31461,1891,5,2,1953,198968,0,0,1
31462,2577,4,2,1977,262688,0,1,0
31463,2070,4,1,2018,202075,0,1,0
31464,2182,4,1,1971,267613,0,1,0
31465,2469,2,3,1967,342949,0,0,1
31466,1695,3,2,1962,183577,0,1,0
31467,1757,4,3,2013,273483,0,0,1
31468,1522,5,1,2017,151711,0,1,0
31469,2689,2,2,1952,347126,0,0,1
31470,1731,2,2,1995,226538,1,0,0
31471,1154,5,1,1969,87405,1,0,0
31472,1338,3,2,1960,187407,0,0,1
31473,2976,3,3,1958,316210,1,0,0
31474,2388,5,2,1983,324522,0,0,1
31475,1794,5,1,2016,243174,0,1,0
31476,2722,2,1,1957,281763,1,0,0
31477,2597,5,3,1987,265120,1,0,0
31478,2171,3,3,1984,232920,1,0,0
31479,1898,3,1,1983,219660,0,0,1
31480,2167,3,3,1954,270191,0,1,0
31481,1102,3,1,1969,154161,0,0,1
31482,1811,3,3,2014,191434,0,0,1
31483,1092,2,1,1969,64175,0,0,1
31484,1974,5,3,1978,252544,1,0,0
31485,2309,5,3,1994,297509,0,0,1
31486,2447,4,3,1964,281177,0,0,1
31487,1118,2,3,1964,17831,0,1,0
31488,2984,2,2,2021,302209,0,1,0
31489,1028,2,1,1957,39302,0,0,1
31490,2012,2,1,1996,234247,1,0,0
31491,2534,2,2,2006,196101,1,0,0
31492,2053,3,3,2014,239382,0,0,1
31493,1871,4,3,1979,225212,0,0,1
31494,2389,3,1,1986,307190,1,0,0
31495,1799,4,1,2012,200473,0,1,0
31496,2161,2,1,2013,244566,0,1,0
31497,1474,2,2,1952,174927,0,0,1
31498,1562,5,1,1983,184437,0,1,0
31499,2415,2,2,2020,309637,1,0,0
31500,1434,2,2,1952,215842,0,1,0
31501,1803,2,1,1969,172764,0,0,1
31502,2257,2,1,1958,203928,0,1,0
31503,1054,2,1,1988,145141,0,1,0
31504,1930,4,3,1986,223734,0,1,0
31505,2315,5,3,2016,259121,1,0,0
31506,1751,2,3,1974,121809,0,1,0
31507,1311,2,1,2013,199779,0,1,0
31508,2571,2,2,1954,203027,1,0,0
31509,2112,4,2,1984,224180,0,1,0
31510,2235,4,3,1966,218566,0,0,1
31511,1956,5,2,1959,162013,0,1,0
31512,1317,2,3,2016,278835,0,1,0
31513,2900,5,2,1952,305154,0,0,1
31514,1756,3,1,2002,194672,0,0,1
31515,1464,4,1,2004,253602,0,1,0
31516,2110,2,2,2017,246544,1,0,0
31517,2432,4,3,1974,267971,0,0,1
31518,2263,5,1,2007,243025,0,0,1
31519,2855,3,2,1992,294536,0,1,0
31520,1699,2,3,2007,250814,1,0,0
31521,2080,4,2,1968,275325,0,0,1
31522,2136,3,3,2016,207548,1,0,0
31523,1734,5,2,1980,172732,0,0,1
31524,2093,5,2,2016,307538,0,0,1
31525,1738,4,1,1957,177700,0,1,0
31526,1767,4,3,1983,282929,0,1,0
31527,2715,2,1,2013,197764,1,0,0
31528,2207,5,1,1990,314974,0,1,0
31529,2726,2,1,2021,295393,0,0,1
31530,2987,4,2,2013,334293,0,1,0
31531,1743,3,2,1976,233736,0,1,0
31532,1275,2,1,1970,117119,1,0,0
31533,1232,5,3,1989,197566,1,0,0
31534,1053,4,2,1960,184828,0,1,0
31535,1256,4,1,2013,102674,1,0,0
31536,1089,2,2,2001,148681,0,0,1
31537,2761,2,1,1986,298845,1,0,0
31538,2782,4,2,1998,251080,0,0,1
31539,2929,2,1,1980,274392,0,1,0
31540,2686,4,3,2006,291224,0,1,0
31541,2458,5,3,1986,274073,1,0,0
31542,2648,3,3,2014,244914,0,0,1
31543,1407,2,3,2004,196097,0,1,0
31544,2292,5,3,1981,342549,0,1,0
31545,2692,5,1,2004,329583,0,0,1
31546,2977,2,2,1956,345191,0,1,0
31547,1365,5,1,1987,261357,0,1,0
31548,2882,4,3,1964,327284,0,0,1
31549,1350,2,1,1980,146772,0,1,0
31550,2322,3,1,1968,370454,1,0,0
31551,2929,4,1,1995,381855,0,1,0
31552,2182,5,1,1991,273423,1,0,0
31553,1486,5,3,1970,173716,0,0,1
31554,1841,3,1,1993,239489,0,0,1
31555,1983,3,1,1958,164218,0,0,1
31556,2760,5,1,1980,297603,1,0,0
31557,2549,3,3,1966,266255,0,1,0
31558,2378,3,1,1956,250772,0,0,1
31559,1620,5,2,2011,234514,1,0,0
31560,1929,4,3,1969,151519,1,0,0
31561,1400,2,3,1967,218974,1,0,0
31562,2428,5,1,1973,247756,0,1,0
31563,2119,3,3,1958,243550,0,0,1
31564,2730,3,2,1987,312434,1,0,0
31565,1569,4,2,2011,172203,0,1,0
31566,1974,5,2,1981,210595,1,0,0
31567,1391,5,3,1954,153957,0,1,0
31568,1351,3,3,1957,229534,1,0,0
31569,1805,5,2,2012,209462,1,0,0
31570,2689,3,3,1988,312243,1,0,0
31571,1575,3,3,2004,167978,0,0,1
31572,2693,3,3,1992,295481,0,1,0
31573,1776,2,3,2013,150892,0,1,0
31574,1632,3,3,1971,142656,0,1,0
31575,2311,4,1,1977,228877,0,1,0
31576,1522,5,3,2016,230590,0,1,0
31577,1725,2,1,1996,151301,0,0,1
31578,1161,5,1,2008,95776,1,0,0
31579,2640,4,2,1968,347057,0,0,1
31580,2937,2,3,1961,245339,1,0,0
31581,1658,5,3,1985,114344,0,1,0
31582,2205,2,1,2021,175951,1,0,0
31583,1849,3,1,1952,164374,1,0,0
31584,2572,3,2,2018,240674,1,0,0
31585,1081,5,1,2010,172884,1,0,0
31586,1523,4,1,2002,188248,1,0,0
31587,1003,2,3,2009,116666,0,0,1
31588,1494,2,3,2010,183532,0,1,0
31589,2578,5,1,1960,303960,0,0,1
31590,2946,3,2,1963,338229,0,1,0
31591,2074,2,2,1991,277081,1,0,0
31592,2284,3,3,2003,316430,0,1,0
31593,2157,3,2,1964,242902,1,0,0
31594,2996,4,1,2009,357419,1,0,0
31595,2622,3,3,1950,185657,1,0,0
31596,2385,3,3,1975,293215,0,0,1
31597,1567,2,1,2016,253446,1,0,0
31598,2240,4,3,1998,233398,0,0,1
31599,1877,4,3,2001,209698,0,0,1
31600,2091,5,2,2004,204799,1,0,0
31601,2011,5,3,1961,231576,0,0,1
31602,2014,5,2,2012,101927,0,0,1
31603,1863,4,2,1972,223442,0,0,1
31604,2579,3,3,1965,273921,1,0,0
31605,2166,4,3,1968,336328,1,0,0
31606,2369,3,1,1962,198503,1,0,0
31607,2577,5,3,1998,345615,0,0,1
31608,2674,5,3,1960,325536,0,1,0
31609,2608,3,3,1952,238048,0,0,1
31610,1778,3,3,1991,181507,0,1,0
31611,2217,5,1,1965,315238,1,0,0
31612,2004,3,3,1981,104249,1,0,0
31613,2690,4,3,2013,291906,0,1,0
31614,2269,5,3,1980,281993,0,1,0
31615,1313,4,2,1978,179935,0,0,1
31616,1729,5,1,1979,235984,1,0,0
31617,2991,2,2,1972,288427,0,1,0
31618,1383,4,3,1969,174867,0,0,1
31619,2788,2,3,1969,251655,1,0,0
31620,2812,5,1,2014,284179,0,0,1
31621,1276,4,2,1965,185087,0,0,1
31622,2095,4,2,1974,285793,0,1,0
31623,2152,4,3,1986,191615,0,0,1
31624,2381,3,2,2002,267500,0,1,0
31625,1697,4,2,1983,246752,0,0,1
31626,2548,4,3,1981,230598,0,1,0
31627,2864,2,3,1963,326592,0,0,1
31628,2243,4,2,1953,226818,0,0,1
31629,2029,3,3,2011,217588,0,0,1
31630,1750,4,1,1969,231046,0,1,0
31631,1982,2,3,1967,169129,0,0,1
31632,1623,4,2,1970,140104,1,0,0
31633,1227,4,2,1995,152141,0,1,0
31634,2977,2,3,1999,435611,0,0,1
31635,1016,5,1,1981,107781,1,0,0
31636,2608,4,3,1953,364086,0,1,0
31637,1011,5,1,1986,160183,0,0,1
31638,2621,2,1,1975,377043,0,1,0
31639,2522,2,1,1984,226621,0,1,0
31640,1691,5,1,1965,290559,0,0,1
31641,2657,3,1,1966,260194,1,0,0
31642,2739,3,1,1958,326156,0,1,0
31643,2525,2,2,2002,306789,0,0,1
31644,1069,3,1,2013,309748,0,0,1
31645,1107,3,1,1977,152277,0,1,0
31646,1200,2,2,1979,129693,0,1,0
31647,2075,4,1,2007,187359,1,0,0
31648,2572,4,2,1969,238450,1,0,0
31649,1628,4,1,2015,160151,1,0,0
31650,2282,3,2,1955,235315,0,1,0
31651,2505,5,3,2005,274688,0,0,1
31652,2287,3,2,2004,260410,0,1,0
31653,1905,4,3,1990,246124,0,1,0
31654,1302,2,2,1952,122886,0,1,0
31655,1936,2,3,2009,230914,0,1,0
31656,1575,2,3,1992,226379,1,0,0
31657,2577,3,2,1984,310275,0,0,1
31658,1554,5,1,2012,193960,1,0,0
31659,1124,4,3,2021,112723,0,0,1
31660,2928,2,2,1983,268287,1,0,0
31661,2293,4,3,2018,294489,0,1,0
31662,1858,4,2,1983,212064,1,0,0
31663,1744,3,3,2003,130609,0,1,0
31664,1479,2,2,2014,95548,0,0,1
31665,1131,3,1,1986,169812,1,0,0
31666,2025,4,3,2010,281182,1,0,0
31667,1114,4,1,1976,160846,0,1,0
31668,1480,4,2,2019,153297,0,1,0
31669,1980,2,1,1960,237639,0,1,0
31670,2024,2,1,2008,187065,0,0,1
31671,1330,2,2,1984,166252,0,1,0
31672,2600,4,2,1966,368329,0,0,1
31673,1941,4,1,1963,117432,1,0,0
31674,1954,5,2,1971,191550,1,0,0
31675,2994,2,2,1975,260485,0,0,1
31676,2660,4,2,2012,410866,0,0,1
31677,1767,4,1,1999,228263,0,1,0
31678,1390,5,3,2000,115327,0,1,0
31679,1833,5,1,1995,212046,0,0,1
31680,1142,4,3,2009,127431,0,1,0
31681,1327,2,3,1970,112712,0,0,1
31682,2781,3,3,1970,256941,1,0,0
31683,1627,3,3,1997,77270,1,0,0
31684,1376,3,1,1952,108573,1,0,0
31685,2838,2,1,1986,223774,0,0,1
31686,1089,4,1,1956,216856,1,0,0
31687,1807,3,3,2012,175701,0,1,0
31688,2020,3,1,1959,179705,1,0,0
31689,2065,2,1,1975,244748,1,0,0
31690,2970,4,3,2010,309152,0,0,1
31691,2058,4,3,1958,144860,0,1,0
31692,2011,2,2,1973,182255,1,0,0
31693,2517,3,2,1992,263116,0,0,1
31694,1552,4,1,2019,243015,0,0,1
31695,2876,4,1,1964,326310,1,0,0
31696,1123,3,1,1991,142821,0,1,0
31697,1056,2,1,2019,64353,0,0,1
31698,1805,3,3,2008,220670,1,0,0
31699,2479,5,3,1977,261794,0,1,0
31700,1234,4,2,1957,152091,0,1,0
31701,1607,2,3,1950,123678,1,0,0
31702,1391,3,3,2012,188752,0,0,1
31703,2515,3,1,2004,294039,1,0,0
31704,1969,2,2,2001,139395,0,1,0
31705,2854,4,3,1986,277039,0,0,1
31706,2366,2,3,2020,209027,1,0,0
31707,2667,5,2,1981,339400,1,0,0
31708,2199,2,1,1986,284588,0,1,0
31709,1051,5,1,2009,40691,1,0,0
31710,2573,4,1,1960,277355,0,0,1
31711,2501,3,3,1969,255806,0,0,1
31712,1488,5,3,1974,157247,0,0,1
31713,2878,5,2,2018,347399,1,0,0
31714,1004,2,3,1977,164649,0,1,0
31715,2748,2,1,2020,326904,0,0,1
31716,1631,3,1,1971,230340,0,0,1
31717,2861,4,3,1953,378112,0,0,1
31718,2904,5,3,1984,319439,0,1,0
31719,2232,3,1,1968,287016,0,1,0
31720,1216,5,3,1965,191252,0,1,0
31721,1535,3,3,2018,213494,0,1,0
31722,2365,2,2,1991,192875,0,1,0
31723,2740,2,2,1958,298346,1,0,0
31724,2424,4,3,1982,272539,0,1,0
31725,2485,2,1,1968,310595,0,0,1
31726,1737,3,1,1987,182797,1,0,0
31727,1729,5,3,1983,180728,0,1,0
31728,2234,3,3,2021,263847,0,0,1
31729,2049,4,2,1978,218232,0,1,0
31730,2275,2,1,2019,286292,0,0,1
31731,1002,2,1,2019,81695,0,0,1
31732,2025,5,2,1950,283193,1,0,0
31733,2627,4,1,1950,223412,0,1,0
31734,2025,4,2,2003,254977,0,0,1
31735,1149,2,1,2016,129350,0,1,0
31736,2606,4,3,1982,327165,0,1,0
31737,1003,3,2,1965,93419,0,0,1
31738,2520,4,2,2007,276997,0,1,0
31739,2573,3,1,2008,285901,1,0,0
31740,2894,3,2,2010,361225,1,0,0
31741,1467,3,2,2004,224795,1,0,0
31742,1069,2,1,1978,90059,0,0,1
31743,1200,3,3,1998,73734,0,1,0
31744,1307,5,1,1991,129546,0,0,1
31745,2275,4,1,2000,212283,0,0,1
31746,2310,3,1,1997,175330,0,1,0
31747,1921,5,2,1974,195662,1,0,0
31748,1291,2,3,1990,129915,0,1,0
31749,2177,2,2,2001,250036,0,1,0
31750,1923,2,1,1987,339167,0,0,1
31751,2156,2,2,2010,214400,1,0,0
31752,1882,4,3,1954,299641,1,0,0
31753,1585,2,1,1956,112606,1,0,0
31754,2297,4,3,2020,309459,0,0,1
31755,2806,5,1,1987,332635,0,1,0
31756,2720,2,1,1959,254998,0,1,0
31757,1508,2,1,2013,163184,1,0,0
31758,2376,5,3,1960,288662,1,0,0
31759,1004,5,1,1954,109248,0,1,0
31760,1292,4,2,1978,134498,0,0,1
31761,1359,3,1,2003,145374,1,0,0
31762,2621,4,1,1957,295438,1,0,0
31763,1213,3,1,1959,101159,1,0,0
31764,2429,4,2,1962,260633,0,0,1
31765,2459,3,2,1995,270949,0,1,0
31766,2038,2,3,1966,229707,0,0,1
31767,2296,3,1,1964,268945,0,1,0
31768,1562,5,3,2015,194656,0,1,0
31769,1764,5,3,2006,169230,0,0,1
31770,1044,3,1,2020,84789,0,0,1
31771,1702,2,1,1950,219506,0,1,0
31772,1633,2,2,1976,188679,0,0,1
31773,2435,3,2,1960,288475,0,0,1
31774,2210,3,3,1968,263602,0,0,1
31775,2749,5,1,1978,292426,0,0,1
31776,1660,5,3,2020,226315,1,0,0
31777,2193,4,2,1972,208450,0,0,1
31778,1720,2,3,1962,176362,0,1,0
31779,2988,2,1,1952,306472,0,0,1
31780,1593,2,3,2014,206341,1,0,0
31781,2424,4,3,2016,268604,0,1,0
31782,2731,4,1,1962,256509,1,0,0
31783,1245,5,1,2002,90168,0,1,0
31784,2926,5,1,1996,322580,1,0,0
31785,1856,3,2,1975,219934,1,0,0
31786,2892,4,3,2001,277610,1,0,0
31787,1551,4,3,2020,210950,0,0,1
31788,2703,4,1,1952,384181,0,1,0
31789,1042,2,1,1991,127647,0,1,0
31790,1840,5,2,1972,224413,0,1,0
31791,2746,3,1,2009,275303,0,0,1
31792,1178,4,2,1995,240473,1,0,0
31793,2480,4,2,1971,258093,0,0,1
31794,1534,4,2,1950,171617,0,0,1
31795,1606,2,1,2011,194609,0,0,1
31796,1671,3,3,1960,153727,0,1,0
31797,2267,3,1,2004,245074,0,0,1
31798,1926,4,3,2017,272646,1,0,0
31799,1016,3,1,2009,151825,0,1,0
31800,2135,2,2,2005,170613,0,0,1
31801,2638,4,3,2011,287710,0,0,1
31802,1825,5,1,1966,174050,0,1,0
31803,2621,5,1,2013,366518,0,0,1
31804,1546,3,3,1967,208381,0,0,1
31805,2053,5,2,2002,180787,0,0,1
31806,2215,5,2,1953,306781,1,0,0
31807,1436,4,3,1996,207980,0,1,0
31808,1178,2,1,2012,51737,1,0,0
31809,1615,4,2,2000,196835,1,0,0
31810,1676,2,1,1960,189780,0,0,1
31811,2497,4,2,1959,311382,1,0,0
31812,1633,5,1,1958,176572,0,0,1
31813,2157,4,2,1980,170272,0,1,0
31814,1801,3,1,1956,154771,1,0,0
31815,1311,3,1,1993,203092,1,0,0
31816,2759,2,2,1981,299686,0,1,0
31817,1024,2,2,1999,107342,0,0,1
31818,1370,2,1,1966,101217,0,0,1
31819,1524,3,3,1980,128864,1,0,0
31820,2342,4,1,1980,190193,0,1,0
31821,1229,5,3,2011,138694,0,1,0
31822,2125,2,2,1953,268054,1,0,0
31823,2473,4,3,2006,166017,0,0,1
31824,1377,4,1,1960,131949,1,0,0
31825,1887,3,2,1970,139854,1,0,0
31826,2924,3,2,1971,275826,0,1,0
31827,2226,5,3,1977,299918,1,0,0
31828,2290,4,2,1980,311645,0,0,1
31829,1461,2,3,2007,208252,1,0,0
31830,1364,3,1,2005,153939,0,0,1
31831,2757,4,2,1982,271905,0,0,1
31832,1103,3,1,1997,155493,0,1,0
31833,2134,4,3,1969,205694,1,0,0
31834,1427,3,3,1951,129319,0,0,1
31835,1468,2,1,2008,229373,0,1,0
31836,2014,5,3,2016,186779,1,0,0
31837,2604,2,3,2006,338445,0,1,0
31838,1869,3,1,2021,163805,0,0,1
31839,1769,3,1,2012,209589,0,1,0
31840,1679,3,2,2015,170989,1,0,0
31841,1804,2,2,1963,182137,0,1,0
31842,1885,3,1,1975,169092,0,1,0
31843,1560,2,2,2012,205328,1,0,0
31844,2273,3,3,1976,297384,0,1,0
31845,2505,5,2,1979,340730,1,0,0
31846,1330,5,2,1954,121422,1,0,0
31847,2955,3,3,1964,379427,0,0,1
31848,1586,4,1,2005,225523,0,0,1
31849,1200,2,3,2011,38978,0,0,1
31850,1453,3,2,2007,175459,0,1,0
31851,2527,2,3,2005,321468,0,0,1
31852,2569,4,1,1961,292097,0,1,0
31853,1825,5,2,1960,182060,1,0,0
31854,1110,2,1,1962,46003,0,0,1
31855,2956,2,1,1968,259206,1,0,0
31856,1863,2,3,2001,230416,0,0,1
31857,2851,2,1,1995,233137,0,0,1
31858,1907,2,3,2008,185314,0,0,1
31859,2772,5,3,1977,327356,0,1,0
31860,2567,2,2,2020,239544,0,1,0
31861,2232,2,1,1965,182798,0,1,0
31862,2667,5,1,1951,241628,1,0,0
31863,2641,3,1,1981,330856,0,0,1
31864,1032,3,1,1955,99740,1,0,0
31865,1554,2,1,1963,131183,1,0,0
31866,2903,5,3,2006,232639,1,0,0
31867,1106,2,2,1965,203299,1,0,0
31868,2288,3,2,2010,214173,0,1,0
31869,1225,5,1,1962,175109,0,1,0
31870,1486,4,3,2018,228368,0,1,0
31871,1178,5,3,2009,134653,0,1,0
31872,2245,3,1,1964,195884,0,0,1
